"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"148",46,18,"那覇","東京","SKY",12938.6728064281,12350,345.830929808686,1086,0.0213239524314907,0.0669294606617654,54717.5817984916,171742
"149",46,25,"那覇","大阪","JAL",20562.5185298085,17100,377.037194150237,427,0.119928373640003,0.13580072467425,118823.833318779,134550
"150",46,25,"那覇","大阪","ANA",20957.37546687,17100,333.872776265114,426,0.115011278559687,0.146764702913836,113952.024684153,145413
"151",46,25,"那覇","関西","JAL",19525.471732193,17100,1776.83186104548,1471,0.276471446975362,0.228724553134368,273925.144948719,226618
"152",46,25,"那覇","関西","ANA",20453.7306915292,17100,1417.08600985894,1552,0.22194937041795,0.243171610533009,219905.2167164,240932
"153",46,25,"那覇","神戸","ANA",20993.2695090042,17100,794.772102697983,1025,0.119029727980979,0.153550197317292,117933.464186274,152136
"154",46,25,"那覇","神戸","JTA",18589.8745626009,17100,1189.68177303546,741,0.147609802426018,0.0919882114272449,146250.316145675,91141
"155",46,37,"那覇","福岡","JAL",16723.1189939495,13750,2141.59296607225,1828,0.375293995561488,0.320591559133799,246076.895243708,210209
"156",46,37,"那覇","福岡","ANA",17875.7888170146,13750,2402.62083108045,2909,0.467297591643298,0.565893080734675,306402.825162186,371051
"157",46,37,"那覇","福岡","JTA",14994.4872198451,13750,725.116338177014,367,0.0830815385814637,0.042057920575393,54475.8171140185,27577
"158",46,37,"那覇","福岡","SKY",9413.21249024231,9900,614.60177663549,591,0.0743268742137497,0.0714574395561324,48735.4624800878,46854
