"第4表  国内定期航空路線別, 区間別, 月別運航及び運送実績",,,,,,,,,,,,,,,,,,,,,
（平成２１年）,,,,,,,,,,,,,,,,,,,,,
空港i,空港j,航空会社,運航回数,運航キロメートル,運航時間,旅客数,座席数,,人キロメートル,座席キロメートル,座席利用率,貨物,超過手荷物,郵便物,旅客,貨物,超過手荷物,郵便物,計,"利用可能
トンキロメートル",重量利用率(%)
仙台,新千歳,JAL,"1,433","951,512","1,665:49","117,426","220,827",154,"77,970,864","146,629,128",53.2,"333,298",705,71,"5,847,815","221,310",468,48,"6,069,641","15,015,497",40.4
新千歳,仙台,JAL,"1,433","951,512","1,592:11","116,309","220,951",154,"77,229,176","146,711,464",52.6,"376,647",697,"41,819","5,792,187","250,093",463,"27,767","6,070,510","15,024,261",40.4
仙台,新千歳,ANA,"1,081","717,784","1,277:17","103,819","186,115",172,"68,935,816","123,580,360",55.8,"929,694","1,328","34,247","5,170,186","617,316",881,"22,740","5,811,123","16,879,492",34.4
新千歳,仙台,ANA,"1,081","717,784","1,217:11","105,860","186,108",172,"70,291,040","123,575,712",56.9,"772,422","1,748","97,848","5,271,829","512,888","1,161","64,973","5,850,851","16,879,493",34.7
仙台,新千歳,ADO,"1,351","897,064","1,623:26","109,844","170,226",126,"72,936,416","113,030,064",64.5,"242,011",557,0,"5,470,232","160,695",370,0,"5,631,297","13,021,064",43.2
新千歳,仙台,ADO,"1,351","897,064","1,537:04","110,938","170,226",126,"73,662,832","113,030,064",65.2,"90,661",823,0,"5,524,713","60,198",546,0,"5,585,457","13,021,065",42.9
仙台,広島,ANA,243,"243,486",400:01:00,"18,587","40,332",166,"18,624,174","40,412,664",46.1,"2,096",491,0,"1,396,813","2,098",491,0,"1,399,402","5,328,692",26.3
広島,仙台,ANA,242,"242,484",336:16:00,"18,710","40,165",166,"18,747,420","40,245,330",46.6,"29,128",545,"15,167","1,406,056","29,185",545,"15,197","1,450,983","5,306,763",27.3
仙台,広島,IBX,121,"121,242",199:46:00,"6,793","8,470",70,"6,806,586","8,486,940",80.2,0,0,0,"510,494",0,0,0,"510,494","876,943",58.2
広島,仙台,IBX,121,"121,242",160:05:00,"7,260","8,470",70,"7,274,520","8,486,940",85.7,0,0,0,"545,589",0,0,0,"545,589","876,943",62.2
仙台,那覇,ANA,363,"729,630","1,119:30","64,208","98,006",270,"129,058,080","196,992,060",65.5,"807,690","1,139",0,"9,679,359","1,623,456","2,290",0,"11,305,105","35,805,862",31.6
那覇,仙台,ANA,364,"731,640",927:22:00,"65,648","98,276",270,"131,952,480","197,534,760",66.8,"382,456","1,276",0,"9,896,436","768,736","2,563",0,"10,667,735","35,904,501",29.7
福島,新千歳,ANA,600,"432,000",795:58:00,"42,047","87,314",146,"30,273,840","62,866,080",48.2,"105,541","1,014","3,369","2,270,538","75,989",731,"2,425","2,349,683","7,677,159",30.6
新千歳,福島,ANA,598,"430,560",795:32:00,"44,233","87,068",146,"31,847,760","62,688,960",50.8,"106,336","1,408","49,491","2,388,582","76,562","1,013","35,635","2,501,792","7,657,222",32.7
福島,新千歳,ADO,121,"87,120",158:43:00,"7,051","15,246",126,"5,076,720","10,977,120",46.2,"7,198",156,0,"380,754","5,183",112,0,"386,049","1,264,564",30.5
新千歳,福島,ADO,121,"87,120",168:20:00,"6,676","15,246",126,"4,806,720","10,977,120",43.8,"21,862",108,0,"360,504","15,741",77,0,"376,322","1,264,564",29.8
福島,那覇,JTA,31,"57,598",100:05:00,"3,658","4,640",150,"6,796,564","8,621,120",78.8,"18,601",0,0,"509,742","34,561",0,0,"544,303","901,193",60.4
那覇,福島,JTA,31,"57,598",72:39:00,"4,000","4,640",150,"7,432,000","8,621,120",86.2,20,0,0,"557,400",37,0,0,"557,437","901,193",61.9
大島,調布,N.C.A,984,"102,336",464:51:00,"9,385","16,261",17,"976,040","1,691,144",57.7,667,"10,849",0,"73,204",70,"1,130",0,"74,404","136,580",54.5
調布,大島,N.C.A,982,"102,128",481:45:00,"7,318","16,243",17,"761,072","1,689,272",45.1,"16,878","14,622",0,"57,080","1,755","1,521",0,"60,356","136,419",44.2
大島,利島,TAL,318,"9,540",50:01:00,"1,229","2,862",9,"36,870","85,860",42.9,0,"4,041",658,"2,766",0,122,19,"2,907","9,731",29.9
利島,大島,TAL,318,"9,540",50:49:00,"1,451","2,862",9,"43,530","85,860",50.7,0,"2,803",821,"3,266",0,85,24,"3,375","9,731",34.7
大島,八丈島,ANA,235,"65,565",143:15:00,"2,198","29,605",126,"613,242","8,259,795",7.4,"137,456",125,570,"45,993","38,350",36,159,"84,538","907,894",9.3
八丈島,大島,ANA,235,"65,565",171:36:00,"5,017","29,624",126,"1,399,743","8,265,096",16.9,"187,464",100,55,"104,981","52,302",29,15,"157,327","908,041",17.3
三宅島,大島,TAL,334,"26,720",116:32:00,"2,210","3,006",9,"176,800","240,480",73.5,0,"2,901",0,"13,260",0,231,0,"13,491","27,254",49.5
大島,三宅島,TAL,337,"26,960",114:46:00,"1,121","3,033",9,"89,680","242,640",37,0,"2,691",0,"6,726",0,217,0,"6,943","27,499",25.2
三宅島,御蔵島,TAL,345,"7,245",52:34:00,"1,522","3,105",9,"31,962","65,205",49,0,"4,911",469,"2,397",0,104,9,"2,510","7,392",34
御蔵島,三宅島,TAL,338,"7,098",54:57:00,"1,850","3,042",9,"38,850","63,882",60.8,0,"3,503","3,686","2,914",0,73,79,"3,066","7,241",42.3
八丈島,青ヶ島,TAL,362,"26,788",117:28:00,"2,455","3,258",9,"181,670","241,092",75.4,0,"9,920","7,351","13,625",0,733,546,"14,904","27,323",54.5
青ヶ島,八丈島,TAL,362,"26,788",120:27:00,"2,405","3,258",9,"177,970","241,092",73.8,0,"8,090","9,841","13,348",0,598,728,"14,674","27,323",53.7
八丈島,御蔵島,TAL,335,"28,475",139:57:00,"1,270","3,015",9,"107,950","256,275",42.1,0,"3,423",0,"8,095",0,293,0,"8,388","29,046",28.9
御蔵島,八丈島,TAL,344,"29,240",138:51:00,"1,405","3,096",9,"119,425","263,160",45.4,0,"2,929",0,"8,959",0,250,0,"9,209","29,826",30.9
調布,神津島,N.C.A,845,"145,340",592:33:00,"6,888","14,760",17,"1,184,736","2,538,720",46.7,460,"15,777",0,"88,855",79,"2,713",0,"91,647","204,192",44.9
神津島,調布,N.C.A,852,"146,544",560:23:00,"8,901","14,823",17,"1,530,972","2,549,556",60,830,"14,215",0,"114,823",141,"2,447",0,"117,411","205,121",57.2
新島,調布,N.C.A,"1,295","190,365",796:27:00,"13,518","21,471",17,"1,987,146","3,156,237",63,"3,908","33,674",0,"149,036",573,"4,949",0,"154,558","254,852",60.6
調布,新島,N.C.A,"1,297","190,659",831:54:00,"10,930","21,572",17,"1,606,710","3,171,084",50.7,"28,449","31,906",0,"120,503","4,183","4,689",0,"129,375","256,093",50.5
新潟,新千歳,ANA,296,"223,480",352:21:00,"23,506","49,136",166,"17,747,030","37,097,680",47.8,"92,211",605,"1,224","1,331,029","69,619",457,923,"1,402,028","4,890,859",28.7
新千歳,新潟,ANA,295,"222,725",359:44:00,"26,329","48,896",166,"19,878,395","36,916,480",53.8,"134,717",722,"24,637","1,490,880","101,711",545,"18,601","1,611,737","4,862,592",33.1
新潟,新千歳,ADO,542,"409,210",663:05:00,"47,957","68,292",126,"36,207,535","51,560,460",70.2,"51,754",402,0,"2,715,567","39,074",304,0,"2,754,945","5,939,765",46.4
新千歳,新潟,ADO,542,"409,210",651:19:00,"47,272","68,292",126,"35,690,360","51,560,460",69.2,"85,142",517,0,"2,676,779","64,283",391,0,"2,741,453","5,939,765",46.2
新潟,那覇,ANA,358,"692,730","1,056:40","25,239","57,514",161,"48,837,465","111,289,590",43.9,"38,200",403,0,"3,662,810","73,916",779,0,"3,737,505","14,518,304",25.7
那覇,新潟,ANA,359,"694,665",865:24:00,"26,615","57,714",161,"51,500,025","111,676,590",46.1,"3,114",450,0,"3,862,503","6,024",870,0,"3,869,397","14,576,500",26.5
富山,新千歳,ANA,299,"261,625",428:36:00,"40,925","79,879",267,"35,809,375","69,894,125",51.2,"405,584",672,"7,705","2,685,705","354,887",588,"6,742","3,047,922","12,648,663",24.1
新千歳,富山,ANA,300,"262,500",446:15:00,"40,806","80,106",267,"35,705,250","70,092,750",50.9,"265,485",593,"18,599","2,677,895","232,301",519,"16,274","2,926,989","12,688,060",23.1
富山,新千歳,ADO,59,"51,625",84:10:00,"3,848","7,434",126,"3,367,000","6,504,750",51.8,"3,706",23,0,"252,525","3,243",20,0,"255,788","749,347",34.1
新千歳,富山,ADO,60,"52,500",99:05:00,"4,518","7,560",126,"3,953,250","6,615,000",59.8,"12,496",50,0,"296,494","10,934",44,0,"307,472","762,048",40.3
金沢,新千歳,ANA,299,"286,741",448:25:00,"37,172","71,210",238,"35,647,948","68,290,390",52.2,"303,339",636,"17,512","2,673,597","290,903",609,"16,794","2,981,903","11,694,887",25.5
新千歳,金沢,ANA,300,"287,700",478:46:00,"38,223","80,988",270,"36,655,857","77,667,492",47.2,"453,561",777,"32,627","2,749,190","434,965",744,"31,290","3,216,189","14,118,590",22.8
金沢,新千歳,ADO,61,"58,499",91:01:00,"4,975","7,686",126,"4,771,025","7,370,874",64.7,"15,149",108,0,"357,827","14,528",104,0,"372,459","849,124",43.9
新千歳,金沢,ADO,61,"58,499",104:27:00,"5,127","7,686",126,"4,916,793","7,370,874",66.7,"22,669",66,0,"368,759","21,739",63,0,"390,561","849,124",46
金沢,仙台,ANA,241,"144,841",243:30:00,"10,506","31,225",130,"6,314,106","18,766,225",33.6,"17,628",106,"3,595","473,559","10,594",63,"2,160","486,376","2,155,829",22.6
仙台,金沢,ANA,241,"144,841",272:20:00,"10,498","31,225",130,"6,309,298","18,766,225",33.6,"4,552",237,0,"473,197","2,736",142,0,"476,075","2,155,829",22.1
金沢,仙台,IBX,120,"72,120",115:43:00,"5,073","8,400",70,"3,048,873","5,048,400",60.4,0,0,0,"228,666",0,0,0,"228,666","517,297",44.2
仙台,金沢,IBX,120,"72,120",131:27:00,"5,149","8,400",70,"3,094,549","5,048,400",61.3,0,0,0,"232,091",0,0,0,"232,091","517,297",44.9
静岡,新千歳,JAL,205,"192,085",354:02:00,"20,863","26,236",128,"19,548,631","24,583,132",79.5,111,126,0,"1,466,148",105,119,0,"1,466,372","2,503,384",58.6
新千歳,静岡,JAL,211,"197,707",407:11:00,"21,488","27,136",129,"20,134,256","25,426,432",79.2,804,128,0,"1,510,069",752,121,0,"1,510,942","2,592,212",58.3
静岡,新千歳,ANA,205,"192,085",346:50:00,"15,829","24,812",121,"14,831,773","23,248,844",63.8,"27,410",421,0,"1,112,384","25,683",395,0,"1,138,462","2,712,666",42
新千歳,静岡,ANA,209,"195,833",414:21:00,"15,889","25,201",121,"14,887,993","23,613,337",63,"1,451",422,0,"1,116,599","1,360",395,0,"1,118,354","2,753,111",40.6
静岡,金沢,フジドリームエアラインズ,319,"76,560",303:10:00,"8,055","24,244",76,"1,933,200","5,818,560",33.2,0,5,0,"144,990",0,1,0,"144,991","509,354",28.5
金沢,静岡,フジドリームエアラインズ,319,"76,560",286:22:00,"7,864","24,244",76,"1,887,360","5,818,560",32.4,0,0,0,"141,552",0,0,0,"141,552","509,354",27.8
静岡,福岡,JAL,623,"451,052","1,005:18","42,726","68,745",110,"30,933,624","49,771,380",62.2,"1,232",328,0,"2,320,023",892,236,0,"2,321,151","4,884,466",47.5
福岡,静岡,JAL,628,"454,672",875:36:00,"44,044","69,558",111,"31,887,856","50,359,992",63.3,558,338,0,"2,391,590",404,245,0,"2,392,239","4,941,662",48.4
静岡,熊本,フジドリームエアラインズ,157,"111,941",255:07:00,"5,868","11,932",76,"4,183,884","8,507,516",49.2,0,6,0,"313,790",0,4,0,"313,794","712,168",44.1
熊本,静岡,フジドリームエアラインズ,158,"112,654",226:48:00,"3,712","12,008",76,"2,646,656","8,561,704",30.9,0,0,0,"198,499",0,0,0,"198,499","716,704",27.7
静岡,鹿児島,フジドリームエアラインズ,160,"123,360",265:58:00,"5,805","12,160",76,"4,475,655","9,375,360",47.7,0,45,0,"335,674",0,35,0,"335,709","784,816",42.8
鹿児島,静岡,フジドリームエアラインズ,161,"124,131",233:55:00,"6,782","12,236",76,"5,228,922","9,433,956",55.4,0,30,0,"392,170",0,23,0,"392,193","789,721",49.7
静岡,那覇,ANA,206,"285,928",536:08:00,"19,152","24,845",121,"26,582,976","34,484,860",77.1,"26,935",342,0,"1,993,724","37,386",475,0,"2,031,585","4,019,976",50.5
那覇,静岡,ANA,210,"291,480",466:20:00,"19,610","25,412",121,"27,218,680","35,271,856",77.2,78,402,0,"2,041,401",108,559,0,"2,042,068","4,115,463",49.6
名古屋,帯広,ジェイ・エア,372,"428,916",620:00:00,"9,346","18,600",50,"10,775,938","21,445,800",50.2,0,0,0,"808,195",0,0,0,"808,195","1,926,140",42
帯広,名古屋,ジェイ・エア,368,"424,304",674:40:00,"9,468","18,400",50,"10,916,604","21,215,200",51.5,0,0,0,"818,745",0,0,0,"818,745","1,905,178",43
名古屋,秋田,ジェイ・エア,725,"455,300",800:20:00,"20,097","39,656",55,"12,620,916","24,903,968",50.7,0,0,0,"946,569",0,0,0,"946,569","2,227,744",42.5
秋田,名古屋,ジェイ・エア,716,"449,648",835:20:00,"19,049","38,972",54,"11,962,772","24,474,416",48.9,0,0,0,"897,208",0,0,0,"897,208","2,189,207",41
名古屋,山形,ジェイ・エア,364,"211,848",368:55:00,"7,306","18,200",50,"4,252,092","10,592,400",40.1,0,0,0,"318,909",0,0,0,"318,909","950,633",33.5
山形,名古屋,ジェイ・エア,360,"209,520",390:00:00,"7,468","18,000",50,"4,346,376","10,476,000",41.5,0,0,0,"325,978",0,0,0,"325,978","940,977",34.6
名古屋,新潟,ジェイ・エア,722,"357,390",601:40:00,"18,118","36,100",50,"8,968,410","17,869,500",50.2,0,0,0,"672,632",0,0,0,"672,632","1,602,214",42
新潟,名古屋,ジェイ・エア,722,"357,390",661:50:00,"18,863","36,100",50,"9,337,185","17,869,500",52.3,0,0,0,"700,290",0,0,0,"700,290","1,602,214",43.7
名古屋,松山,ジェイ・エア,727,"404,939",732:10:00,"19,094","43,318",60,"10,635,358","24,128,126",44.1,0,0,0,"797,650",0,0,0,"797,650","2,154,374",37
松山,名古屋,ジェイ・エア,727,"404,939",742:30:00,"19,514","43,318",60,"10,869,298","24,128,126",45,0,0,0,"815,198",0,0,0,"815,198","2,154,374",37.8
名古屋,高知,ジェイ・エア,727,"371,497",681:15:00,"16,190","36,350",50,"8,273,090","18,574,850",44.5,0,0,0,"620,482",0,0,0,"620,482","1,665,208",37.3
高知,名古屋,ジェイ・エア,726,"370,986",660:20:00,"16,267","36,300",50,"8,312,437","18,549,300",44.8,0,0,0,"623,432",0,0,0,"623,432","1,662,884",37.5
名古屋,福岡,JAL,"1,826","1,208,812","2,447:39","77,186","126,680",69,"51,097,132","83,862,160",60.9,0,579,0,"3,832,286",0,382,0,"3,832,668","7,241,353",52.9
福岡,名古屋,JAL,"1,823","1,206,826","2,309:26","78,069","126,458",69,"51,681,678","83,715,196",61.7,0,585,0,"3,876,125",0,386,0,"3,876,511","7,228,709",53.6
名古屋,長崎,ジェイ・エア,669,"569,988",962:40:00,"15,311","33,450",50,"13,044,972","28,499,400",45.8,0,0,0,"978,374",0,0,0,"978,374","2,551,817",38.3
長崎,名古屋,ジェイ・エア,669,"569,988",877:05:00,"16,032","33,450",50,"13,659,264","28,499,400",47.9,0,0,0,"1,024,446",0,0,0,"1,024,446","2,551,817",40.1
名古屋,熊本,ジェイ・エア,433,"344,235",582:15:00,"10,526","21,650",50,"8,368,170","17,211,750",48.6,0,0,0,"627,613",0,0,0,"627,613","1,547,884",40.5
熊本,名古屋,ジェイ・エア,433,"344,235",543:50:00,"12,547","21,650",50,"9,974,865","17,211,750",58,0,0,0,"748,115",0,0,0,"748,115","1,547,883",48.3
中部,稚内,ANA,92,"127,236",183:14:00,"7,442","12,385",135,"10,292,286","17,128,455",60.1,8,90,0,"771,922",11,123,0,"772,056","1,997,682",38.6
稚内,中部,ANA,92,"127,236",192:23:00,"6,793","12,385",135,"9,394,719","17,128,455",54.8,348,70,0,"704,604",481,96,0,"705,181","1,997,682",35.3
中部,釧路,JAL,301,"385,280",514:54:00,"27,295","45,150",150,"34,937,600","57,792,000",60.5,"1,707",204,0,"2,620,320","2,185",260,0,"2,622,765","6,087,424",43.1
釧路,中部,JAL,301,"385,280",593:20:00,"27,262","45,000",150,"34,895,360","57,600,000",60.6,"33,358",206,0,"2,617,152","42,697",263,0,"2,660,112","6,074,752",43.8
中部,函館,ANA,518,"497,280",744:19:00,"53,773","78,959",152,"51,622,080","75,800,640",68.1,"68,642",998,"23,040","3,871,656","65,898",959,"22,119","3,960,632","9,506,737",41.7
函館,中部,ANA,518,"497,280",816:34:00,"52,385","78,956",152,"50,289,600","75,797,760",66.3,"260,856",851,"18,241","3,771,720","250,421",817,"17,510","4,040,468","9,506,737",42.5
中部,旭川,ANA,364,"444,808",637:56:00,"30,068","48,702",134,"36,743,096","59,513,844",61.7,"16,053","1,034",0,"2,755,732","19,616","1,264",0,"2,776,612","6,904,496",40.2
旭川,中部,ANA,363,"443,586",711:30:00,"27,510","48,582",134,"33,617,220","59,367,204",56.6,"23,215",692,0,"2,521,292","28,368",846,0,"2,550,506","6,887,395",37
中部,女満別,ANA,362,"495,216",679:53:00,"27,441","44,892",124,"37,539,288","61,412,256",61.1,"4,848",640,0,"2,815,447","6,633",874,0,"2,822,954","6,898,326",40.9
女満別,中部,ANA,362,"495,216",756:42:00,"27,196","44,888",124,"37,204,128","61,406,784",60.6,"29,822",618,0,"2,790,310","40,797",845,0,"2,831,952","6,898,326",41.1
中部,新千歳,JAL,"1,875","2,032,500","3,103:04","227,031","372,012",198,"246,101,604","403,261,008",61,"3,576,048","1,703","91,368","18,457,622","3,876,437","1,845","99,041","22,434,945","45,702,525",49.1
新千歳,中部,JAL,"1,878","2,035,752","3,338:57","224,601","372,724",198,"243,467,484","404,032,816",60.3,"2,997,534","1,685","288,464","18,260,061","3,249,325","1,828","312,695","21,823,909","46,233,033",47.2
中部,新千歳,ANA,"2,728","2,957,152","4,574:21","306,214","483,544",177,"331,935,976","524,161,696",63.3,"2,480,045","5,404","122,915","24,895,200","2,688,370","5,859","133,240","27,722,669","77,143,018",35.9
新千歳,中部,ANA,"2,727","2,956,068","4,901:05","318,371","483,491",177,"345,114,164","524,104,244",65.8,"1,695,604","5,827","122,408","25,883,563","1,838,037","6,315","132,691","27,860,606","77,157,125",36.1
中部,青森,JAL,681,"600,642",897:19:00,"46,258","102,371",150,"40,799,556","90,291,222",45.2,"58,623",346,5,"3,059,967","51,706",304,4,"3,111,981","9,499,140",32.8
青森,中部,JAL,681,"600,642",985:44:00,"44,804","102,221",150,"39,517,128","90,158,922",43.8,"160,438",337,0,"2,963,786","141,508",296,0,"3,105,590","9,490,408",32.7
中部,花巻,JAL,676,"532,012",804:46:00,"42,923","101,621",150,"33,780,401","79,975,727",42.2,"191,540",323,0,"2,533,530","150,742",255,0,"2,684,527","8,413,817",31.9
花巻,中部,JAL,673,"529,651",926:44:00,"44,784","101,171",150,"35,245,008","79,621,577",44.3,"67,775",337,0,"2,643,377","53,338",266,0,"2,696,981","8,376,512",32.2
中部,仙台,ANA,"1,807","1,187,199","2,121:23","93,064","185,765",103,"61,143,048","122,047,605",50.1,"254,977","1,016","46,093","4,585,727","167,519",668,"30,284","4,784,198","13,381,139",35.8
仙台,中部,ANA,"1,810","1,189,170","2,336:59","95,678","186,176",103,"62,860,446","122,317,632",51.4,"304,494",899,"6,874","4,714,533","200,053",593,"4,516","4,919,695","13,413,709",36.7
中部,仙台,JEX,724,"475,668",781:30:00,"55,165","104,890",145,"36,243,405","68,912,730",52.6,"403,904",426,"213,085","2,718,255","265,366",281,"139,997","3,123,899","7,509,247",41.6
仙台,中部,JEX,724,"475,668",880:39:00,"55,542","105,035",145,"36,491,094","69,007,995",52.9,"84,032",428,"6,935","2,736,834","55,209",281,"4,558","2,796,882","7,517,131",37.2
中部,秋田,ANA,362,"261,002",456:47:00,"15,725","37,812",104,"11,337,725","27,262,452",41.6,"27,702",296,0,"850,330","19,973",212,0,"870,515","2,843,652",30.6
秋田,中部,ANA,362,"261,002",484:10:00,"16,665","37,812",104,"12,015,465","27,262,452",44.1,785,167,0,"901,160",565,119,0,"901,844","2,843,652",31.7
中部,新潟,ANA,721,"421,785",684:55:00,"23,969","61,726",86,"14,021,865","36,109,710",38.8,"64,125",407,"2,073","1,051,640","37,516",238,"1,211","1,090,605","3,643,553",29.9
新潟,中部,ANA,719,"420,615",784:29:00,"26,501","61,183",85,"15,503,085","35,792,055",43.3,"10,406",412,"5,961","1,162,732","6,086",242,"3,488","1,172,548","3,595,364",32.6
中部,米子,ANA,452,"199,784",440:53:00,"13,641","33,475",74,"6,029,322","14,795,950",40.7,0,110,0,"452,199",0,48,0,"452,247","1,345,846",33.6
米子,中部,ANA,450,"198,900",388:43:00,"13,109","33,327",74,"5,794,178","14,730,534",39.3,0,110,0,"434,565",0,50,0,"434,615","1,339,900",32.4
中部,徳島,ANA,451,"164,164",391:23:00,"10,185","32,653",72,"3,707,340","11,885,692",31.2,0,120,0,"278,051",0,44,0,"278,095","1,071,241",26
徳島,中部,ANA,451,"164,164",344:44:00,"8,097","32,654",72,"2,947,308","11,886,056",24.8,0,126,0,"221,047",0,47,0,"221,094","1,071,241",20.6
中部,松山,ANA,760,"413,440",836:24:00,"29,083","55,994",74,"15,821,152","30,460,736",51.9,"1,230",394,0,"1,186,585",668,212,0,"1,187,465","2,762,448",43
松山,中部,ANA,758,"412,352",779:40:00,"31,269","55,846",74,"17,010,336","30,380,224",56,"1,522",415,0,"1,275,775",828,225,0,"1,276,828","2,755,130",46.3
中部,福岡,JAL,86,"63,984",123:39:00,"6,753","13,011",151,"5,024,232","9,680,184",51.9,"81,557",50,0,"376,817","60,678",37,0,"437,532","1,023,893",42.7
福岡,中部,JAL,86,"63,984",104:04:00,"7,877","12,861",150,"5,860,488","9,568,584",61.2,"27,499",59,190,"439,537","20,458",43,141,"460,179","1,016,528",45.3
中部,福岡,ANA,"4,426","3,292,944","6,398:24","331,923","531,556",120,"246,950,712","395,477,664",62.4,"2,274,758","3,597","191,884","18,521,304","1,692,419","2,677","142,762","20,359,162","45,268,936",45
福岡,中部,ANA,"4,421","3,289,224","5,413:29","337,077","530,902",120,"250,785,288","394,991,088",63.5,"1,414,125","3,499","161,680","18,808,897","1,052,109","2,604","120,289","19,983,899","45,191,137",44.2
中部,長崎,ANA,726,"602,580","1,081:49","50,521","93,647",129,"41,932,430","77,727,010",53.9,"83,599",860,"10,380","3,144,934","69,387",715,"8,616","3,223,652","8,750,013",36.8
長崎,中部,ANA,723,"600,090",913:26:00,"49,756","93,264",129,"41,297,480","77,409,120",53.3,"188,050",695,"14,767","3,097,312","156,080",577,"12,257","3,266,226","8,715,291",37.5
中部,熊本,ANA,725,"543,750",994:15:00,"52,029","91,750",127,"39,021,750","68,812,500",56.7,"15,231","1,249",0,"2,926,632","11,426",939,0,"2,938,997","7,630,011",38.5
熊本,中部,ANA,722,"541,500",858:54:00,"53,537","91,348",127,"40,152,750","68,511,000",58.6,"60,263",977,31,"3,011,457","45,197",735,23,"3,057,412","7,598,859",40.2
中部,熊本,JEX,726,"544,500",974:01:00,"53,198","105,915",146,"39,898,500","79,436,250",50.2,"102,451",409,"10,248","2,992,390","76,840",309,"7,686","3,077,225","8,618,850",35.7
熊本,中部,JEX,745,"558,750",882:01:00,"51,814","105,770",142,"38,860,500","79,327,500",49,"127,466",396,"30,204","2,914,539","95,601",299,"22,654","3,033,093","8,607,675",35.2
中部,大分,ANA,725,"443,700",861:26:00,"45,107","90,760",125,"27,605,484","55,545,120",49.7,"146,337",768,"4,752","2,070,414","89,560",470,"2,909","2,163,353","6,200,153",34.9
大分,中部,ANA,720,"440,640",755:58:00,"44,243","90,142",125,"27,076,716","55,166,904",49.1,"104,950",560,890,"2,030,755","64,229",342,544,"2,095,870","6,157,605",34
中部,宮崎,ANA,"1,093","756,356","1,395:37","90,002","204,198",187,"62,281,384","141,305,016",44.1,"167,301","3,196","7,444","4,671,104","115,774","2,211","5,151","4,794,240","20,888,437",23
宮崎,中部,ANA,"1,094","757,048","1,287:48","87,369","204,551",187,"60,459,348","141,549,292",42.7,"409,817","2,648","17,805","4,534,450","283,594","1,833","12,321","4,832,198","20,933,525",23.1
中部,鹿児島,ANA,"1,463","1,179,178","2,051:11","114,129","193,145",132,"91,987,974","155,674,870",59.1,"197,697","2,131","17,595","6,899,098","159,343","1,717","14,179","7,074,337","18,296,366",38.7
鹿児島,中部,ANA,"1,461","1,177,566","1,832:56","112,251","193,100",132,"90,474,306","155,638,600",58.1,"435,343","1,752","14,809","6,785,573","350,885","1,412","11,937","7,149,807","18,309,225",39.1
中部,鹿児島,JEX,"1,085","874,510","1,486:44","84,707","169,861",157,"68,273,842","136,907,966",49.9,"253,456",652,0,"5,120,538","204,284",526,0,"5,325,348","14,173,188",37.6
鹿児島,中部,JEX,"1,085","874,510","1,390:42","86,472","169,829",157,"69,696,432","136,882,174",50.9,"317,158",665,"12,862","5,227,233","255,630",537,"10,368","5,493,768","14,166,418",38.8
中部,那覇,JAL,"1,095","1,609,650","2,482:49","240,139","426,833",390,"353,004,330","627,444,510",56.3,"4,188,959","1,803","21,547","26,475,325","6,157,768","2,651","31,674","32,667,418","66,786,510",48.9
那覇,中部,JAL,"1,091","1,603,770","2,163:32","249,417","425,848",390,"366,642,990","625,996,560",58.6,"3,195,739","1,870","76,741","27,498,227","4,697,737","2,748","112,809","32,311,521","67,603,977",47.8
中部,那覇,ANA,"1,191","1,750,770","2,774:47","233,911","392,582",330,"343,849,170","577,095,540",59.6,"5,291,671","3,923","51,987","25,788,689","7,778,757","5,768","76,421","33,649,635","115,966,714",29
那覇,中部,ANA,"1,188","1,746,360","2,349:45","224,628","391,741",330,"330,203,160","575,859,270",57.3,"2,926,893","3,387","28,908","24,765,239","4,302,533","4,979","42,496","29,115,247","115,717,239",25.2
中部,石垣,JTA,276,"514,740",783:38:00,"25,141","41,340",150,"46,887,965","77,099,100",60.8,"12,050",0,0,"3,516,599","22,472",0,0,"3,539,071","7,750,282",45.7
石垣,中部,JTA,281,"545,702",824:17:00,"30,615","42,075",150,"47,817,074","81,709,650",58.5,"180,602",0,"5,782","3,586,283","119,722",0,"2,729","3,708,734","6,434,580",57.6
神戸,新千歳,JAL,"1,085","1,357,335","1,943:14","176,178","253,664",234,"220,398,678","317,333,664",69.5,"2,219,539","1,057","195,228","16,529,902","2,776,643","1,325","244,229","19,552,099","36,262,362",53.9
新千歳,神戸,JAL,"1,084","1,356,084","2,089:07","174,514","253,403",234,"218,317,014","317,007,153",68.9,"2,396,450","1,046","333,536","16,373,778","2,997,960","1,308","417,255","19,790,301","35,004,233",56.5
神戸,新千歳,ANA,"1,089","1,362,339","1,963:52","133,550","198,574",182,"167,071,050","248,416,074",67.3,"698,746","3,636","349,018","12,530,329","874,132","4,550","436,621","13,845,632","35,689,199",38.8
新千歳,神戸,ANA,"1,081","1,352,331","2,093:45","141,715","197,739",183,"177,285,465","247,371,489",71.7,"1,062,836","2,943","193,993","13,296,409","1,329,607","3,682","242,684","14,872,382","35,626,436",41.7
神戸,仙台,ANA,89,"78,409",109:53:00,"4,914","14,774",166,"4,329,234","13,015,894",33.3,"8,634",48,0,"324,692","7,607",42,0,"332,341","1,715,981",19.4
仙台,神戸,ANA,89,"78,409",133:40:00,"3,828","14,774",166,"3,372,468","13,015,894",25.9,14,74,0,"252,935",12,66,0,"253,013","1,715,981",14.7
