"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","share"
"4921",4921,46,31,352,221,32,18,"下関","中部","新下関","静岡","新下関駅静岡駅",1,2,366,23320,1,348,6.847648,1,0,1.373942,0.5,0.5,0.5
"4922",4922,46,31,352,221,32,18,"下関","中部","山口宇部","羽田","山口宇部駅羽田駅",0,2,100,17300,2920,575,150.7699203,0,2,119.5966953,0,0.5,0.001
"4923",4923,46,32,352,222,32,24,"下関","西部","新下関","浜松","新下関駅浜松駅",1,1,340,22240,1,400,7.249152167,1,0,1.775446167,1,0,0.999
"4924",4924,46,32,352,222,32,24,"下関","西部","山口宇部","名古屋","山口宇部駅名古屋駅",0,1,0,NA,NA,NA,103.124322,0,NA,71.951097,0,0,0.001
"4925",4925,46,33,352,223,32,18,"下関","東部","新下関","三島","新下関駅三島駅",5,9,429,24620,1,222,11.0066405,1,0,5.5329345,0.555555555555556,0.444444444444444,0.555555555555556
"4926",4926,46,33,352,223,32,18,"下関","東部","山口宇部","羽田","山口宇部駅羽田駅",0,9,100,17300,2920,575,113.40766533,0,2,82.23444033,0,0.444444444444444,0.001
"4927",4927,46,34,352,231,32,24,"下関","名古屋","新下関","名古屋","新下関駅名古屋駅",7,7,308,20960,1,464,8.414566333,1,0,2.940860333,1,0,0.999
"4928",4928,46,34,352,231,32,24,"下関","名古屋","山口宇部","名古屋","山口宇部駅名古屋駅",0,7,0,NA,NA,NA,62.552302,0,NA,31.379077,0,0,0.001
"4929",4929,46,35,352,232,32,24,"下関","東三河","新下関","豊橋","新下関駅豊橋駅",0,1,354,21600,1,372,6.968969667,1,0,1.495263667,0,1,0.001
"4930",4930,46,35,352,232,32,24,"下関","東三河","山口宇部","名古屋","山口宇部駅名古屋駅",0,1,0,NA,NA,NA,81.69071422,0,NA,50.51748922,0,1,0.001
"4931",4931,46,36,352,233,32,24,"下関","豊田","新下関","三河安城","新下関駅三河安城駅",6,8,335,20960,1,410,15.78207,1,0,10.308364,0.75,0.25,0.75
"4932",4932,46,36,352,233,32,24,"下関","豊田","山口宇部","名古屋","山口宇部駅名古屋駅",0,8,0,NA,NA,NA,66.106559,0,NA,34.933334,0,0.25,0.001
"4933",4933,46,37,352,252,32,25,"下関","東北部","新下関","米原","新下関駅米原駅",0,0,292,19660,1,496,10.906064,1,0,5.432358,NA,NA,NA
"4934",4934,46,37,352,252,32,25,"下関","東北部","山口宇部","関西国際","山口宇部駅関西国際駅",0,0,0,NA,NA,NA,161.375398,0,NA,130.202173,NA,NA,NA
"4935",4935,46,38,352,261,32,25,"下関","京都","新下関","京都","新下関駅京都駅",17,19,272,17920,1,536,7.989837,1,0,2.516131,0.894736842105263,0.105263157894737,0.894736842105263
"4936",4936,46,38,352,261,32,25,"下関","京都","山口宇部","関西国際","山口宇部駅関西国際駅",0,19,0,NA,NA,NA,109.615651,0,NA,78.442426,0,0.105263157894737,0.001
"4937",4937,46,39,352,271,32,25,"下関","大阪","新下関","新大阪","新下関駅新大阪駅",32,40,257,16840,1,566,6.578827,1,0,1.105121,0.8,0.2,0.8
"4938",4938,46,39,352,271,32,25,"下関","大阪","山口宇部","関西国際","山口宇部駅関西国際駅",0,40,0,NA,NA,NA,67.050714,0,NA,35.877489,0,0.2,0.001
"4939",4939,46,40,352,281,32,25,"下関","神戸","新下関","新神戸","新下関駅新神戸駅",21,28,244,15760,1,592,7.200113,1,0,1.726407,0.75,0.25,0.75
"4940",4940,46,40,352,281,32,25,"下関","神戸","山口宇部","関西国際","山口宇部駅関西国際駅",0,28,0,NA,NA,NA,59.417486,0,NA,28.244261,0,0.25,0.001
"4941",4941,46,41,352,283,32,25,"下関","播磨","新下関","姫路","新下関駅姫路駅",7,17,209,14680,1,662,6.902953667,1,0,1.429247667,0.411764705882353,0.588235294117647,0.411764705882353
"4942",4942,46,41,352,283,32,25,"下関","播磨","山口宇部","関西国際","山口宇部駅関西国際駅",0,17,0,NA,NA,NA,95.95451867,0,NA,64.78129367,0,0.588235294117647,0.001
"4943",4943,46,42,352,331,32,30,"下関","県南","新下関","岡山","新下関駅岡山駅",24,56,177,11880,1,726,6.663076167,1,0,1.189370167,0.428571428571429,0.571428571428571,0.428571428571429
"4944",4944,46,42,352,331,32,30,"下関","県南","山口宇部","岡山","山口宇部駅岡山駅",0,56,0,NA,NA,NA,50.85734367,0,NA,19.68411867,0,0.571428571428571,0.001
"4945",4945,46,43,352,341,32,31,"下関","広島","新下関","広島","新下関駅広島駅",135,407,91,6700,1,898,7.5785295,1,0,2.1048235,0.331695331695332,0.668304668304668,0.331695331695332
"4946",4946,46,43,352,341,32,31,"下関","広島","山口宇部","広島","山口宇部駅広島駅",0,407,0,NA,NA,NA,76.29674117,0,NA,45.12351617,0,0.668304668304668,0.001
"4947",4947,46,44,352,342,32,31,"下関","備後","新下関","福山","新下関駅福山駅",12,48,142,10160,1,796,6.040971167,1,0,0.567265167,0.25,0.75,0.25
"4948",4948,46,44,352,342,32,31,"下関","備後","山口宇部","広島","山口宇部駅広島駅",0,48,0,NA,NA,NA,74.1736645,0,NA,43.0004395,0,0.75,0.001
"4949",4949,46,45,352,351,32,32,"下関","山口","新下関","新山口","新下関駅新山口駅",0,0,26,2280,1,1028,16.36930274,1,0,10.89559674,NA,NA,NA
"4950",4950,46,45,352,351,32,32,"下関","山口","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,65.78493848,0,NA,34.61171348,NA,NA,NA
"4951",4951,46,46,352,352,32,32,"下関","下関","新下関","新下関","新下関駅新下関駅",0,0,0,NA,1,1080,10.947412,1,0,5.473706,NA,NA,NA
"4952",4952,46,46,352,352,32,32,"下関","下関","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,62.34645,0,NA,31.173225,NA,NA,NA
"4953",4953,46,47,352,353,32,32,"下関","宇部","新下関","厚狭","新下関駅厚狭駅",0,0,11,1000,1,1058,19.056103,1,0,13.582397,NA,NA,NA
"4954",4954,46,47,352,353,32,32,"下関","宇部","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,34.784118,0,NA,3.610893,NA,NA,NA
"4955",4955,46,48,352,354,32,32,"下関","岩国","新下関","新岩国","新下関駅新岩国駅",0,0,61,5180,1,958,11.958367,1,0,6.484661,NA,NA,NA
"4956",4956,46,48,352,354,32,32,"下関","岩国","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,122.118634,0,NA,90.945409,NA,NA,NA
"4957",4957,46,49,352,355,32,32,"下関","徳山","新下関","徳山","新下関駅徳山駅",0,0,41,3880,1,998,12.76433,1,0,7.290624,NA,NA,NA
"4958",4958,46,49,352,355,32,32,"下関","徳山","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,86.825528,0,NA,55.652303,NA,NA,NA
"4959",4959,46,50,352,401,32,37,"下関","福岡","新下関","博多","新下関駅博多駅",141,791,28,2980,1,1024,7.227365,1,0,1.753659,0.178255372945638,0.821744627054362,0.178255372945638
"4960",4960,46,50,352,401,32,37,"下関","福岡","山口宇部","福岡","山口宇部駅福岡駅",0,791,0,NA,NA,NA,35.204923,0,NA,4.031698,0,0.821744627054362,0.001
"4961",4961,46,51,352,402,32,37,"下関","北九州","新下関","小倉","新下関駅小倉駅",32,34,9,640,1,1062,6.218179333,1,0,0.744473333,0.941176470588235,0.0588235294117647,0.941176470588235
"4962",4962,46,51,352,402,32,37,"下関","北九州","山口宇部","福岡","山口宇部駅福岡駅",0,34,0,NA,NA,NA,76.302601,0,NA,45.129376,0,0.0588235294117647,0.001
"4963",4963,46,52,352,432,32,41,"下関","八代・芦北","新下関","新八代","新下関駅新八代駅",0,5,128,8000,1,824,7.970217667,1,0,2.496511667,0,1,0.001
"4964",4964,46,52,352,432,32,41,"下関","八代・芦北","山口宇部","熊本","山口宇部駅熊本駅",0,5,0,NA,NA,NA,69.9545935,0,NA,38.7813685,0,1,0.001
"4965",4965,46,53,352,461,32,44,"下関","鹿児島","新下関","鹿児島中央","新下関駅鹿児島中央駅",3,15,173,12520,1,734,7.388270167,1,0,1.914564167,0.2,0.8,0.2
"4966",4966,46,53,352,461,32,44,"下関","鹿児島","山口宇部","鹿児島","山口宇部駅鹿児島駅",0,15,0,NA,NA,NA,56.37845017,0,NA,25.20522517,0,0.8,0.001
"4967",4967,46,54,352,462,32,44,"下関","川北薩・串木野","新下関","川内","新下関駅川内駅",5,6,161,11240,1,758,6.307680167,1,0,0.833974167,0.833333333333333,0.166666666666667,0.833333333333333
"4968",4968,46,54,352,462,32,44,"下関","川北薩・串木野","山口宇部","鹿児島","山口宇部駅鹿児島駅",0,6,0,NA,NA,NA,66.38261517,0,NA,35.20939017,0,0.166666666666667,0.001
"4969",4969,47,1,353,22,32,10,"宇部","南部","厚狭","八戸","厚狭駅八戸駅",0,0,607,35640,1,NA,18.57694,1,0,4.994543,NA,NA,NA
"4970",4970,47,1,353,22,32,10,"宇部","南部","山口宇部","三沢","山口宇部駅三沢駅",0,0,0,NA,NA,NA,26.134742,0,NA,22.523849,NA,NA,NA
"4971",4971,47,2,353,31,32,11,"宇部","盛岡","厚狭","盛岡","厚狭駅盛岡駅",0,0,571,33700,1,NA,15.10709,1,0,1.524693,NA,NA,NA
"4972",4972,47,2,353,31,32,11,"宇部","盛岡","山口宇部","花巻","山口宇部駅花巻駅",0,0,0,NA,NA,NA,34.828163,0,NA,31.21727,NA,NA,NA
"4973",4973,47,3,353,32,32,11,"宇部","北上中部","厚狭","新花巻","厚狭駅新花巻駅",0,0,571,33700,1,NA,18.788644,1,0,5.206247,NA,NA,NA
"4974",4974,47,3,353,32,32,11,"宇部","北上中部","山口宇部","花巻","山口宇部駅花巻駅",0,0,0,NA,NA,NA,7.543285,0,NA,3.932392,NA,NA,NA
"4975",4975,47,4,353,33,32,11,"宇部","両磐","厚狭","一ノ関","厚狭駅一ノ関駅",0,0,533,32620,1,14,14.966878,1,0,1.384481,NA,NA,NA
"4976",4976,47,4,353,33,32,11,"宇部","両磐","山口宇部","花巻","山口宇部駅花巻駅",0,0,0,NA,NA,NA,57.584575,0,NA,53.973682,NA,NA,NA
"4977",4977,47,5,353,41,32,12,"宇部","仙台","厚狭","仙台","厚狭駅仙台駅",2,2,497,31320,1,86,14.900857,1,0,1.31846,1,0,0.999
"4978",4978,47,5,353,41,32,12,"宇部","仙台","山口宇部","仙台","山口宇部駅仙台駅",0,2,0,NA,NA,NA,18.901874,0,NA,15.290981,0,0,0.001
"4979",4979,47,6,353,43,32,12,"宇部","古川","厚狭","くりこま高原","厚狭駅くりこま高原駅",0,0,521,31960,1,38,18.646405,1,0,5.064008,NA,NA,NA
"4980",4980,47,6,353,43,32,12,"宇部","古川","山口宇部","仙台","山口宇部駅仙台駅",0,0,0,NA,NA,NA,69.688608,0,NA,66.077715,NA,NA,NA
"4981",4981,47,7,353,51,32,13,"宇部","秋田臨海","厚狭","秋田","厚狭駅秋田駅",0,0,624,36280,1,NA,15.893931,1,0,2.311534,NA,NA,NA
"4982",4982,47,7,353,51,32,13,"宇部","秋田臨海","山口宇部","秋田","山口宇部駅秋田駅",0,0,0,NA,NA,NA,18.940414,0,NA,15.329521,NA,NA,NA
"4983",4983,47,8,353,61,32,15,"宇部","山形","厚狭","山形","厚狭駅山形駅",0,1,558,31320,1,NA,14.901005,1,0,1.318608,0,0,0.001
"4984",4984,47,8,353,61,32,15,"宇部","山形","山口宇部","山形","山口宇部駅山形駅",1,1,0,NA,NA,NA,20.980175,0,NA,17.369282,1,0,0.999
"4985",4985,47,9,353,63,32,12,"宇部","米沢","厚狭","米沢","厚狭駅米沢駅",0,0,524,30680,1,32,15.3374,1,0,1.755003,NA,NA,NA
"4986",4986,47,9,353,63,32,12,"宇部","米沢","山口宇部","仙台","山口宇部駅仙台駅",0,0,0,NA,NA,NA,78.903346,0,NA,75.292453,NA,NA,NA
"4987",4987,47,10,353,64,32,12,"宇部","新庄","厚狭","新庄","厚狭駅新庄駅",0,0,606,32620,1,NA,14.022392,1,0,0.439995,NA,NA,NA
"4988",4988,47,10,353,64,32,12,"宇部","新庄","山口宇部","仙台","山口宇部駅仙台駅",0,0,0,NA,NA,NA,92.117121,0,NA,88.506228,NA,NA,NA
"4989",4989,47,11,353,71,32,12,"宇部","福島","厚狭","福島","厚狭駅福島駅",0,0,489,30020,1,102,15.563090833,1,0,1.980693833,NA,NA,NA
"4990",4990,47,11,353,71,32,12,"宇部","福島","山口宇部","仙台","山口宇部駅仙台駅",0,0,0,NA,NA,NA,55.5910045,0,NA,51.9801115,NA,NA,NA
"4991",4991,47,12,353,73,32,17,"宇部","郡山","厚狭","郡山","厚狭駅郡山駅",0,0,474,29600,1,132,16.570675,1,0,2.988278,NA,NA,NA
"4992",4992,47,12,353,73,32,17,"宇部","郡山","山口宇部","福島","山口宇部駅福島駅",0,0,0,NA,NA,NA,25.4791745,0,NA,21.8682815,NA,NA,NA
"4993",4993,47,13,353,76,32,17,"宇部","白河","厚狭","新白河","厚狭駅新白河駅",0,0,481,28940,1,118,16.134376667,1,0,2.551979667,NA,NA,NA
"4994",4994,47,13,353,76,32,17,"宇部","白河","山口宇部","福島","山口宇部駅福島駅",0,0,0,NA,NA,NA,27.1648595,0,NA,23.5539665,NA,NA,NA
"4995",4995,47,14,353,91,32,18,"宇部","宇都宮","厚狭","宇都宮","厚狭駅宇都宮駅",0,1,447,27640,1,186,15.731306667,1,0,2.148909667,0,0,0.001
"4996",4996,47,14,353,91,32,18,"宇部","宇都宮","山口宇部","羽田","山口宇部駅羽田駅",1,1,100,17300,2920,575,100.59923533,0,2,96.98834233,1,0,0.999
"4997",4997,47,15,353,93,32,18,"宇部","栃木・小山","厚狭","小山","厚狭駅小山駅",0,1,438,27000,1,204,23.023499259,1,0,9.441102259,0,0,0.001
"4998",4998,47,15,353,93,32,18,"宇部","栃木・小山","山口宇部","羽田","山口宇部駅羽田駅",1,1,100,17300,2920,575,90.89355681,0,2,87.28266381,1,0,0.999
"4999",4999,47,16,353,95,32,18,"宇部","那須","厚狭","那須塩原","厚狭駅那須塩原駅",0,0,466,28300,1,148,20.489733,1,0,6.907336,NA,NA,NA
"5000",5000,47,16,353,95,32,18,"宇部","那須","山口宇部","羽田","山口宇部駅羽田駅",0,0,100,17300,2920,575,151.676959,0,2,148.066066,NA,NA,NA
"5001",5001,47,17,353,101,32,18,"宇部","前橋・高崎","厚狭","高崎","厚狭駅高崎駅",0,1,445,27640,1,190,22.458233,1,0,8.875836,0,0,0.001
"5002",5002,47,17,353,101,32,18,"宇部","前橋・高崎","山口宇部","羽田","山口宇部駅羽田駅",1,1,100,17300,2920,575,117.3272,0,2,113.716307,1,0,0.999
"5003",5003,47,18,353,104,32,18,"宇部","沼田・利根","厚狭","上毛高原","厚狭駅上毛高原駅",0,0,470,28300,1,140,22.113064,1,0,8.530667,NA,NA,NA
"5004",5004,47,18,353,104,32,18,"宇部","沼田・利根","山口宇部","羽田","山口宇部駅羽田駅",0,0,100,17300,2920,575,142.402564,0,2,138.791671,NA,NA,NA
"5005",5005,47,19,353,111,32,18,"宇部","浦和","厚狭","大宮","厚狭駅大宮駅",1,7,422,26360,1,236,18.984594,1,0,5.402197,0.142857142857143,0,0.142857142857143
"5006",5006,47,19,353,111,32,18,"宇部","浦和","山口宇部","羽田","山口宇部駅羽田駅",6,7,100,17300,2920,575,40.491468,0,2,36.880575,0.857142857142857,0,0.857142857142857
"5007",5007,47,20,353,113,32,18,"宇部","児玉・大里","厚狭","熊谷","厚狭駅熊谷駅",0,0,435,27000,1,210,14.291759,1,0,0.709362,NA,NA,NA
"5008",5008,47,20,353,113,32,18,"宇部","児玉・大里","山口宇部","羽田","山口宇部駅羽田駅",0,0,100,17300,2920,575,79.03104,0,2,75.420147,NA,NA,NA
"5009",5009,47,21,353,131,32,18,"宇部","23区","厚狭","東京","厚狭駅東京駅",10,87,396,25920,1,288,NA,1,0,NA,0.114942528735632,0.0114942528735632,0.114942528735632
"5010",5010,47,21,353,131,32,18,"宇部","23区","山口宇部","羽田","山口宇部駅羽田駅",76,87,100,17300,2920,575,NA,0,2,NA,0.873563218390805,0.0114942528735632,0.873563218390805
"5011",5011,47,22,353,141,32,18,"宇部","横浜","厚狭","新横浜","厚狭駅新横浜駅",11,22,377,25280,1,326,19.4448125,1,0,5.8624155,0.5,0,0.5
"5012",5012,47,22,353,141,32,18,"宇部","横浜","山口宇部","羽田","山口宇部駅羽田駅",11,22,100,17300,2920,575,23.794063,0,2,20.18317,0.5,0,0.5
"5013",5013,47,23,353,144,32,18,"宇部","小田原","厚狭","小田原","厚狭駅小田原駅",1,2,440,24620,1,200,14.851975,1,0,1.269578,0.5,0,0.5
"5014",5014,47,23,353,144,32,18,"宇部","小田原","山口宇部","羽田","山口宇部駅羽田駅",1,2,100,17300,2920,575,63.62256217,0,2,60.01166917,0.5,0,0.5
"5015",5015,47,24,353,151,32,20,"宇部","新潟","厚狭","新潟","厚狭駅新潟駅",0,1,516,30680,1,48,15.688681667,1,0,2.106284667,0,0,0.001
"5016",5016,47,24,353,151,32,20,"宇部","新潟","山口宇部","新潟","山口宇部駅新潟駅",1,1,0,NA,NA,NA,15.72497217,0,NA,12.11407917,1,0,0.999
"5017",5017,47,25,353,152,32,20,"宇部","長岡","厚狭","長岡","厚狭駅長岡駅",0,0,493,30020,1,94,13.87334,1,0,0.290943,NA,NA,NA
"5018",5018,47,25,353,152,32,20,"宇部","長岡","山口宇部","新潟","山口宇部駅新潟駅",0,0,0,NA,NA,NA,62.45945559,0,NA,58.84856259,NA,NA,NA
"5019",5019,47,26,353,154,32,20,"宇部","三条・燕","厚狭","燕三条","厚狭駅燕三条駅",0,0,504,30020,1,72,15.336607,1,0,1.75421,NA,NA,NA
"5020",5020,47,26,353,154,32,20,"宇部","三条・燕","山口宇部","新潟","山口宇部駅新潟駅",0,0,0,NA,NA,NA,41.498005,0,NA,37.887112,NA,NA,NA
"5021",5021,47,27,353,155,32,20,"宇部","魚沼","厚狭","浦佐","厚狭駅浦佐駅",0,0,483,29600,1,114,29.016534,1,0,15.434137,NA,NA,NA
"5022",5022,47,27,353,155,32,20,"宇部","魚沼","山口宇部","新潟","山口宇部駅新潟駅",0,0,0,NA,NA,NA,100.839898,0,NA,97.229005,NA,NA,NA
"5023",5023,47,28,353,201,32,18,"宇部","長野","厚狭","長野","厚狭駅長野駅",0,0,508,29600,1,64,14.662425,1,0,1.080028,NA,NA,NA
"5024",5024,47,28,353,201,32,18,"宇部","長野","山口宇部","羽田","山口宇部駅羽田駅",0,0,100,17300,2920,575,191.841894,0,2,188.231001,NA,NA,NA
"5025",5025,47,29,353,203,32,24,"宇部","上田","厚狭","上田","厚狭駅上田駅",0,0,496,28940,1,88,14.115801,1,0,0.533404,NA,NA,NA
"5026",5026,47,29,353,203,32,24,"宇部","上田","山口宇部","名古屋","山口宇部駅名古屋駅",0,0,0,NA,NA,NA,218.862774,0,NA,215.251881,NA,NA,NA
"5027",5027,47,30,353,211,32,24,"宇部","岐阜","厚狭","岐阜羽島","厚狭駅岐阜羽島駅",3,3,300,19660,1,480,27.803067,1,0,14.22067,1,0,0.999
"5028",5028,47,30,353,211,32,24,"宇部","岐阜","山口宇部","名古屋","山口宇部駅名古屋駅",0,3,0,NA,NA,NA,66.417599,0,NA,62.806706,0,0,0.001
"5029",5029,47,31,353,221,32,18,"宇部","中部","厚狭","静岡","厚狭駅静岡駅",2,2,355,23320,1,370,14.956339,1,0,1.373942,1,0,0.999
"5030",5030,47,31,353,221,32,18,"宇部","中部","山口宇部","羽田","山口宇部駅羽田駅",0,2,100,17300,2920,575,123.2075883,0,2,119.5966953,0,0,0.001
"5031",5031,47,32,353,222,32,24,"宇部","西部","厚狭","浜松","厚狭駅浜松駅",2,2,329,22240,1,422,15.357843167,1,0,1.775446167,1,0,0.999
"5032",5032,47,32,353,222,32,24,"宇部","西部","山口宇部","名古屋","山口宇部駅名古屋駅",0,2,0,NA,NA,NA,75.56199,0,NA,71.951097,0,0,0.001
"5033",5033,47,33,353,223,32,18,"宇部","東部","厚狭","三島","厚狭駅三島駅",1,2,418,23980,1,244,19.1153315,1,0,5.5329345,0.5,0.5,0.5
"5034",5034,47,33,353,223,32,18,"宇部","東部","山口宇部","羽田","山口宇部駅羽田駅",0,2,100,17300,2920,575,85.84533333,0,2,82.23444033,0,0.5,0.001
"5035",5035,47,34,353,231,32,24,"宇部","名古屋","厚狭","名古屋","厚狭駅名古屋駅",9,9,297,20300,1,486,16.523257333,1,0,2.940860333,1,0,0.999
"5036",5036,47,34,353,231,32,24,"宇部","名古屋","山口宇部","名古屋","山口宇部駅名古屋駅",0,9,0,NA,NA,NA,34.98997,0,NA,31.379077,0,0,0.001
"5037",5037,47,35,353,232,32,24,"宇部","東三河","厚狭","豊橋","厚狭駅豊橋駅",0,0,343,21600,1,394,15.077660667,1,0,1.495263667,NA,NA,NA
"5038",5038,47,35,353,232,32,24,"宇部","東三河","山口宇部","名古屋","山口宇部駅名古屋駅",0,0,0,NA,NA,NA,54.12838222,0,NA,50.51748922,NA,NA,NA
"5039",5039,47,36,353,233,32,24,"宇部","豊田","厚狭","三河安城","厚狭駅三河安城駅",5,7,324,20960,1,432,23.890761,1,0,10.308364,0.714285714285714,0.285714285714286,0.714285714285714
"5040",5040,47,36,353,233,32,24,"宇部","豊田","山口宇部","名古屋","山口宇部駅名古屋駅",0,7,0,NA,NA,NA,38.544227,0,NA,34.933334,0,0.285714285714286,0.001
"5041",5041,47,37,353,252,32,25,"宇部","東北部","厚狭","米原","厚狭駅米原駅",0,0,281,19220,1,518,19.014755,1,0,5.432358,NA,NA,NA
"5042",5042,47,37,353,252,32,25,"宇部","東北部","山口宇部","関西国際","山口宇部駅関西国際駅",0,0,0,NA,NA,NA,133.813066,0,NA,130.202173,NA,NA,NA
"5043",5043,47,38,353,261,32,25,"宇部","京都","厚狭","京都","厚狭駅京都駅",15,16,261,17500,1,558,16.098528,1,0,2.516131,0.9375,0.0625,0.9375
"5044",5044,47,38,353,261,32,25,"宇部","京都","山口宇部","関西国際","山口宇部駅関西国際駅",0,16,0,NA,NA,NA,82.053319,0,NA,78.442426,0,0.0625,0.001
"5045",5045,47,39,353,271,32,25,"宇部","大阪","厚狭","新大阪","厚狭駅新大阪駅",21,28,246,16420,1,588,14.687518,1,0,1.105121,0.75,0.25,0.75
"5046",5046,47,39,353,271,32,25,"宇部","大阪","山口宇部","関西国際","山口宇部駅関西国際駅",0,28,0,NA,NA,NA,39.488382,0,NA,35.877489,0,0.25,0.001
"5047",5047,47,40,353,281,32,25,"宇部","神戸","厚狭","新神戸","厚狭駅新神戸駅",10,14,233,15120,1,614,15.308804,1,0,1.726407,0.714285714285714,0.285714285714286,0.714285714285714
"5048",5048,47,40,353,281,32,25,"宇部","神戸","山口宇部","関西国際","山口宇部駅関西国際駅",0,14,0,NA,NA,NA,31.855154,0,NA,28.244261,0,0.285714285714286,0.001
"5049",5049,47,41,353,283,32,25,"宇部","播磨","厚狭","姫路","厚狭駅姫路駅",2,9,198,13600,1,684,15.011644667,1,0,1.429247667,0.222222222222222,0.777777777777778,0.222222222222222
"5050",5050,47,41,353,283,32,25,"宇部","播磨","山口宇部","関西国際","山口宇部駅関西国際駅",0,9,0,NA,NA,NA,68.39218667,0,NA,64.78129367,0,0.777777777777778,0.001
"5051",5051,47,42,353,331,32,30,"宇部","県南","厚狭","岡山","厚狭駅岡山駅",20,53,166,11240,1,748,14.771767167,1,0,1.189370167,0.377358490566038,0.622641509433962,0.377358490566038
"5052",5052,47,42,353,331,32,30,"宇部","県南","山口宇部","岡山","山口宇部駅岡山駅",0,53,0,NA,NA,NA,23.29501167,0,NA,19.68411867,0,0.622641509433962,0.001
"5053",5053,47,43,353,341,32,31,"宇部","広島","厚狭","広島","厚狭駅広島駅",50,305,80,6040,1,920,15.6872205,1,0,2.1048235,0.163934426229508,0.836065573770492,0.163934426229508
"5054",5054,47,43,353,341,32,31,"宇部","広島","山口宇部","広島","山口宇部駅広島駅",0,305,0,NA,NA,NA,48.73440917,0,NA,45.12351617,0,0.836065573770492,0.001
"5055",5055,47,44,353,342,32,31,"宇部","備後","厚狭","福山","厚狭駅福山駅",3,32,131,9500,1,818,14.149662167,1,0,0.567265167,0.09375,0.90625,0.09375
"5056",5056,47,44,353,342,32,31,"宇部","備後","山口宇部","広島","山口宇部駅広島駅",0,32,0,NA,NA,NA,46.6113325,0,NA,43.0004395,0,0.90625,0.001
"5057",5057,47,45,353,351,32,32,"宇部","山口","厚狭","新山口","厚狭駅新山口駅",0,0,15,1340,1,1050,24.47799374,1,0,10.89559674,NA,NA,NA
"5058",5058,47,45,353,351,32,32,"宇部","山口","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,38.22260648,0,NA,34.61171348,NA,NA,NA
"5059",5059,47,46,353,352,32,32,"宇部","下関","厚狭","新下関","厚狭駅新下関駅",0,0,11,1000,1,1058,19.056103,1,0,5.473706,NA,NA,NA
"5060",5060,47,46,353,352,32,32,"宇部","下関","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,34.784118,0,NA,31.173225,NA,NA,NA
"5061",5061,47,47,353,353,32,32,"宇部","宇部","厚狭","厚狭","厚狭駅厚狭駅",0,0,0,NA,1,1080,27.164794,1,0,13.582397,NA,NA,NA
"5062",5062,47,47,353,353,32,32,"宇部","宇部","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,7.221786,0,NA,3.610893,NA,NA,NA
"5063",5063,47,48,353,354,32,32,"宇部","岩国","厚狭","新岩国","厚狭駅新岩国駅",0,0,50,4540,1,980,20.067058,1,0,6.484661,NA,NA,NA
"5064",5064,47,48,353,354,32,32,"宇部","岩国","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,94.556302,0,NA,90.945409,NA,NA,NA
"5065",5065,47,49,353,355,32,32,"宇部","徳山","厚狭","徳山","厚狭駅徳山駅",0,0,30,2640,1,1020,20.873021,1,0,7.290624,NA,NA,NA
"5066",5066,47,49,353,355,32,32,"宇部","徳山","山口宇部","山口宇部","山口宇部駅山口宇部駅",0,0,0,NA,NA,NA,59.263196,0,NA,55.652303,NA,NA,NA
"5067",5067,47,50,353,401,32,37,"宇部","福岡","厚狭","博多","厚狭駅博多駅",56,256,39,3880,1,1002,15.336056,1,0,1.753659,0.21875,0.78125,0.21875
"5068",5068,47,50,353,401,32,37,"宇部","福岡","山口宇部","福岡","山口宇部駅福岡駅",0,256,0,NA,NA,NA,7.642591,0,NA,4.031698,0,0.78125,0.001
"5069",5069,47,51,353,402,32,37,"宇部","北九州","厚狭","小倉","厚狭駅小倉駅",17,433,20,1680,1,1040,14.326870333,1,0,0.744473333,0.0392609699769053,0.960739030023095,0.0392609699769053
"5070",5070,47,51,353,402,32,37,"宇部","北九州","山口宇部","福岡","山口宇部駅福岡駅",0,433,0,NA,NA,NA,48.740269,0,NA,45.129376,0,0.960739030023095,0.001
"5071",5071,47,52,353,432,32,41,"宇部","八代・芦北","厚狭","新八代","厚狭駅新八代駅",0,3,139,9500,1,802,16.078908667,1,0,2.496511667,0,1,0.001
"5072",5072,47,52,353,432,32,41,"宇部","八代・芦北","山口宇部","熊本","山口宇部駅熊本駅",0,3,0,NA,NA,NA,42.3922615,0,NA,38.7813685,0,1,0.001
