rk,i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj,,"x_ij,k",ODij,所要時間,費用,航空便数,滞在可能時間,アクセシビリティ,鉄道ダミー,エアライン参入数
223,3,4,32,33,11,11,北上中部,両磐,新花巻,一ノ関,新花巻駅一ノ関駅,－,#VALUE!,38,,,,5.206247,1,
224,3,4,32,33,11,11,北上中部,両磐,花巻,花巻,花巻駅花巻駅,0,#VALUE!,0,,,,3.932392,0,
225,3,5,32,41,11,12,北上中部,仙台,新花巻,仙台,新花巻駅仙台駅,147,147,74,,,,5.206247,1,
226,3,5,32,41,11,12,北上中部,仙台,花巻,仙台,花巻駅仙台駅,0,147,0,,,,3.932392,0,
227,3,6,32,43,11,12,北上中部,古川,新花巻,くりこま高原,新花巻駅くりこま高原駅,4,4,50,,,,5.206247,1,
228,3,6,32,43,11,12,北上中部,古川,花巻,仙台,花巻駅仙台駅,0,4,0,,,,3.932392,0,
229,3,7,32,51,11,13,北上中部,秋田臨海,新花巻,秋田,新花巻駅秋田駅,1,1,95,,,,5.206247,1,
230,3,7,32,51,11,13,北上中部,秋田臨海,花巻,秋田,花巻駅秋田駅,0,1,0,,,,3.932392,0,
231,3,8,32,61,11,15,北上中部,山形,新花巻,山形,新花巻駅山形駅,1,1,159,,,,5.206247,1,
232,3,8,32,61,11,15,北上中部,山形,花巻,山形,花巻駅山形駅,0,1,0,,,,3.932392,0,
233,3,9,32,63,11,12,北上中部,米沢,新花巻,米沢,新花巻駅米沢駅,1,1,125,,,,5.206247,1,
234,3,9,32,63,11,12,北上中部,米沢,花巻,仙台,花巻駅仙台駅,0,1,0,,,,3.932392,0,
235,3,10,32,64,11,12,北上中部,新庄,新花巻,新庄,新花巻駅新庄駅,0,0,207,,,,5.206247,1,
236,3,10,32,64,11,12,北上中部,新庄,花巻,仙台,花巻駅仙台駅,0,0,0,,,,3.932392,0,
237,3,11,32,71,11,12,北上中部,福島,新花巻,福島,新花巻駅福島駅,11,11,89,,,,5.206247,1,
238,3,11,32,71,11,12,北上中部,福島,花巻,仙台,花巻駅仙台駅,0,11,0,,,,3.932392,0,
239,3,12,32,73,11,17,北上中部,郡山,新花巻,郡山,新花巻駅郡山駅,2,2,104,,,,5.206247,1,
240,3,12,32,73,11,17,北上中部,郡山,花巻,福島,花巻駅福島駅,0,2,0,,,,3.932392,0,
241,3,13,32,76,11,17,北上中部,白河,新花巻,新白河,新花巻駅新白河駅,0,0,85,,,,5.206247,1,
242,3,13,32,76,11,17,北上中部,白河,花巻,福島,花巻駅福島駅,0,0,0,,,,3.932392,0,
243,3,14,32,91,11,18,北上中部,宇都宮,新花巻,宇都宮,新花巻駅宇都宮駅,5,5,131,,,,5.206247,1,
244,3,14,32,91,11,18,北上中部,宇都宮,花巻,羽田,花巻駅羽田駅,0,5,0,,,,3.932392,0,
245,3,15,32,93,11,18,北上中部,栃木・小山,新花巻,小山,新花巻駅小山駅,4,4,42,,,,5.206247,1,
246,3,15,32,93,11,18,北上中部,栃木・小山,花巻,羽田,花巻駅羽田駅,0,4,0,,,,3.932392,0,
247,3,16,32,95,11,18,北上中部,那須,新花巻,那須塩原,新花巻駅那須塩原駅,1,1,70,,,,5.206247,1,
248,3,16,32,95,11,18,北上中部,那須,花巻,羽田,花巻駅羽田駅,0,1,0,,,,3.932392,0,
249,3,17,32,101,11,18,北上中部,前橋・高崎,新花巻,高崎,新花巻駅高崎駅,6,6,173,,,,5.206247,1,
250,3,17,32,101,11,18,北上中部,前橋・高崎,花巻,羽田,花巻駅羽田駅,0,6,0,,,,3.932392,0,
251,3,18,32,104,11,18,北上中部,沼田・利根,新花巻,上毛高原,新花巻駅上毛高原駅,0,0,198,,,,5.206247,1,
252,3,18,32,104,11,18,北上中部,沼田・利根,花巻,羽田,花巻駅羽田駅,0,0,0,,,,3.932392,0,
253,3,19,32,111,11,18,北上中部,浦和,新花巻,大宮,新花巻駅大宮駅,40,40,149,,,,5.206247,1,
254,3,19,32,111,11,18,北上中部,浦和,花巻,羽田,花巻駅羽田駅,0,40,0,,,,3.932392,0,
255,3,20,32,113,11,18,北上中部,児玉・大里,新花巻,熊谷,新花巻駅熊谷駅,4,4,163,,,,5.206247,1,
256,3,20,32,113,11,18,北上中部,児玉・大里,花巻,羽田,花巻駅羽田駅,0,4,0,,,,3.932392,0,
257,3,21,32,131,11,18,北上中部,23区,新花巻,東京,新花巻駅東京駅,146,146,175,,,,5.206247,1,
258,3,21,32,131,11,18,北上中部,23区,花巻,羽田,花巻駅羽田駅,0,146,0,,,,3.932392,0,
259,3,22,32,141,11,18,北上中部,横浜,新花巻,新横浜,新花巻駅新横浜駅,13,13,194,,,,5.206247,1,
260,3,22,32,141,11,18,北上中部,横浜,花巻,羽田,花巻駅羽田駅,0,13,0,,,,3.932392,0,
261,3,23,32,144,11,18,北上中部,小田原,新花巻,小田原,新花巻駅小田原駅,2,2,215,,,,5.206247,1,
262,3,23,32,144,11,18,北上中部,小田原,花巻,羽田,花巻駅羽田駅,0,2,0,,,,3.932392,0,
263,3,24,32,151,11,20,北上中部,新潟,新花巻,新潟,新花巻駅新潟駅,0,0,244,,,,5.206247,1,
264,3,24,32,151,11,20,北上中部,新潟,花巻,新潟,花巻駅新潟駅,0,0,0,,,,3.932392,0,
265,3,25,32,152,11,20,北上中部,長岡,新花巻,長岡,新花巻駅長岡駅,0,0,221,,,,5.206247,1,
266,3,25,32,152,11,20,北上中部,長岡,花巻,新潟,花巻駅新潟駅,0,0,0,,,,3.932392,0,
267,3,26,32,154,11,20,北上中部,三条・燕,新花巻,燕三条,新花巻駅燕三条駅,0,0,232,,,,5.206247,1,
268,3,26,32,154,11,20,北上中部,三条・燕,花巻,新潟,花巻駅新潟駅,0,0,0,,,,3.932392,0,
269,3,27,32,155,11,20,北上中部,魚沼,新花巻,浦佐,新花巻駅浦佐駅,0,0,211,,,,5.206247,1,
270,3,27,32,155,11,20,北上中部,魚沼,花巻,新潟,花巻駅新潟駅,0,0,0,,,,3.932392,0,
271,3,28,32,201,11,18,北上中部,長野,新花巻,長野,新花巻駅長野駅,1,1,235,,,,5.206247,1,
272,3,28,32,201,11,18,北上中部,長野,花巻,羽田,花巻駅羽田駅,0,1,0,,,,3.932392,0,
273,3,29,32,203,11,24,北上中部,上田,新花巻,上田,新花巻駅上田駅,0,0,223,,,,5.206247,1,
274,3,29,32,203,11,24,北上中部,上田,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,3.932392,0,
275,3,30,32,211,11,24,北上中部,岐阜,新花巻,岐阜羽島,新花巻駅岐阜羽島駅,6,6,355,,,,5.206247,1,
276,3,30,32,211,11,24,北上中部,岐阜,花巻,名古屋,花巻駅名古屋駅,0,6,0,,,,3.932392,0,
277,3,31,32,221,11,18,北上中部,中部,新花巻,静岡,新花巻駅静岡駅,0,0,243,,,,5.206247,1,
278,3,31,32,221,11,18,北上中部,中部,花巻,羽田,花巻駅羽田駅,0,0,0,,,,3.932392,0,
279,3,32,32,222,11,24,北上中部,西部,新花巻,浜松,新花巻駅浜松駅,1,1,269,,,,5.206247,1,
280,3,32,32,222,11,24,北上中部,西部,花巻,名古屋,花巻駅名古屋駅,0,1,0,,,,3.932392,0,
281,3,33,32,223,11,18,北上中部,東部,新花巻,三島,新花巻駅三島駅,4,4,237,,,,5.206247,1,
282,3,33,32,223,11,18,北上中部,東部,花巻,羽田,花巻駅羽田駅,0,4,0,,,,3.932392,0,
283,3,34,32,231,11,24,北上中部,名古屋,新花巻,名古屋,新花巻駅名古屋駅,6,7,274,,,,5.206247,1,
284,3,34,32,231,11,24,北上中部,名古屋,花巻,名古屋,花巻駅名古屋駅,1,7,0,,,,3.932392,0,
285,3,35,32,232,11,24,北上中部,東三河,新花巻,豊橋,新花巻駅豊橋駅,0,0,312,,,,5.206247,1,
286,3,35,32,232,11,24,北上中部,東三河,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,3.932392,0,
287,3,36,32,233,11,24,北上中部,豊田,新花巻,三河安城,新花巻駅三河安城駅,6,13,331,,,,5.206247,1,
288,3,36,32,233,11,24,北上中部,豊田,花巻,名古屋,花巻駅名古屋駅,7,13,0,,,,3.932392,0,
289,3,37,32,252,11,25,北上中部,東北部,新花巻,米原,新花巻駅米原駅,0,0,374,,,,5.206247,1,
290,3,37,32,252,11,25,北上中部,東北部,花巻,関西国際,花巻駅関西国際駅,0,0,0,,,,3.932392,0,
291,3,38,32,261,11,25,北上中部,京都,新花巻,京都,新花巻駅京都駅,4,9,310,,,,5.206247,1,
292,3,38,32,261,11,25,北上中部,京都,花巻,関西国際,花巻駅関西国際駅,5,9,0,,,,3.932392,0,
293,3,39,32,271,11,25,北上中部,大阪,新花巻,新大阪,新花巻駅新大阪駅,2,8,325,,,,5.206247,1,
294,3,39,32,271,11,25,北上中部,大阪,花巻,関西国際,花巻駅関西国際駅,6,8,0,,,,3.932392,0,
295,3,40,32,281,11,25,北上中部,神戸,新花巻,新神戸,新花巻駅新神戸駅,4,6,338,,,,5.206247,1,
296,3,40,32,281,11,25,北上中部,神戸,花巻,関西国際,花巻駅関西国際駅,2,6,0,,,,3.932392,0,
297,3,41,32,283,11,25,北上中部,播磨,新花巻,姫路,新花巻駅姫路駅,0,1,355,,,,5.206247,1,
298,3,41,32,283,11,25,北上中部,播磨,花巻,関西国際,花巻駅関西国際駅,1,1,0,,,,3.932392,0,
299,3,42,32,331,11,30,北上中部,県南,新花巻,岡山,新花巻駅岡山駅,0,0,370,,,,5.206247,1,
300,3,42,32,331,11,30,北上中部,県南,花巻,岡山,花巻駅岡山駅,0,0,0,,,,3.932392,0,
301,3,43,32,341,11,31,北上中部,広島,新花巻,広島,新花巻駅広島駅,2,3,411,,,,5.206247,1,
302,3,43,32,341,11,31,北上中部,広島,花巻,広島,花巻駅広島駅,1,3,0,,,,3.932392,0,
303,3,44,32,342,11,31,北上中部,備後,新花巻,福山,新花巻駅福山駅,0,0,388,,,,5.206247,1,
304,3,44,32,342,11,31,北上中部,備後,花巻,広島,花巻駅広島駅,0,0,0,,,,3.932392,0,
305,3,45,32,351,11,32,北上中部,山口,新花巻,新山口,新花巻駅新山口駅,0,0,439,,,,5.206247,1,
306,3,45,32,351,11,32,北上中部,山口,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,3.932392,0,
307,3,46,32,352,11,32,北上中部,下関,新花巻,新下関,新花巻駅新下関駅,0,0,582,,,,5.206247,1,
308,3,46,32,352,11,32,北上中部,下関,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,3.932392,0,
309,3,47,32,353,11,32,北上中部,宇部,新花巻,厚狭,新花巻駅厚狭駅,0,0,571,,,,5.206247,1,
310,3,47,32,353,11,32,北上中部,宇部,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,3.932392,0,
311,3,48,32,354,11,32,北上中部,岩国,新花巻,新岩国,新花巻駅新岩国駅,0,0,521,,,,5.206247,1,
312,3,48,32,354,11,32,北上中部,岩国,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,3.932392,0,
313,3,49,32,355,11,32,北上中部,徳山,新花巻,徳山,新花巻駅徳山駅,0,0,436,,,,5.206247,1,
314,3,49,32,355,11,32,北上中部,徳山,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,3.932392,0,
315,3,50,32,401,11,37,北上中部,福岡,新花巻,博多,新花巻駅博多駅,2,4,475,,,,5.206247,1,
316,3,50,32,401,11,37,北上中部,福岡,花巻,福岡,花巻駅福岡駅,2,4,0,,,,3.932392,0,
317,3,51,32,402,11,37,北上中部,北九州,新花巻,小倉,新花巻駅小倉駅,1,1,458,,,,5.206247,1,
318,3,51,32,402,11,37,北上中部,北九州,花巻,福岡,花巻駅福岡駅,0,1,0,,,,3.932392,0,
319,3,52,32,432,11,41,北上中部,八代・芦北,新花巻,新八代,新花巻駅新八代駅,0,0,575,,,,5.206247,1,
320,3,52,32,432,11,41,北上中部,八代・芦北,花巻,熊本,花巻駅熊本駅,0,0,0,,,,3.932392,0,
321,3,53,32,461,11,44,北上中部,鹿児島,新花巻,鹿児島中央,新花巻駅鹿児島中央駅,0,0,620,,,,5.206247,1,
322,3,53,32,461,11,44,北上中部,鹿児島,花巻,鹿児島,花巻駅鹿児島駅,0,0,0,,,,3.932392,0,
323,3,54,32,462,11,44,北上中部,川北薩・串木野,新花巻,川内,新花巻駅川内駅,0,0,608,,,,5.206247,1,
324,3,54,32,462,11,44,北上中部,川北薩・串木野,花巻,鹿児島,花巻駅鹿児島駅,0,0,0,,,,3.932392,0,
325,4,1,33,22,11,10,両磐,南部,一ノ関,八戸,一ノ関駅八戸駅,5,5,74,,,,1.384481,1,
326,4,1,33,22,11,10,両磐,南部,花巻,三沢,花巻駅三沢駅,0,5,0,,,,53.973682,0,
327,4,2,33,31,11,11,両磐,盛岡,一ノ関,盛岡,一ノ関駅盛岡駅,－,#VALUE!,38,,,,1.384481,1,
328,4,2,33,31,11,11,両磐,盛岡,花巻,花巻,花巻駅花巻駅,0,#VALUE!,0,,,,53.973682,0,
329,4,3,33,32,11,11,両磐,北上中部,一ノ関,新花巻,一ノ関駅新花巻駅,－,#VALUE!,38,,,,1.384481,1,
330,4,3,33,32,11,11,両磐,北上中部,花巻,花巻,花巻駅花巻駅,0,#VALUE!,0,,,,53.973682,0,
331,4,4,33,33,11,11,両磐,両磐,一ノ関,一ノ関,一ノ関駅一ノ関駅,－,#VALUE!,0,,,,1.384481,1,
332,4,4,33,33,11,11,両磐,両磐,花巻,花巻,花巻駅花巻駅,0,#VALUE!,0,,,,53.973682,0,
333,4,5,33,41,11,12,両磐,仙台,一ノ関,仙台,一ノ関駅仙台駅,39,39,36,,,,1.384481,1,
334,4,5,33,41,11,12,両磐,仙台,花巻,仙台,花巻駅仙台駅,0,39,0,,,,53.973682,0,
335,4,6,33,43,11,12,両磐,古川,一ノ関,くりこま高原,一ノ関駅くりこま高原駅,5,5,12,,,,1.384481,1,
336,4,6,33,43,11,12,両磐,古川,花巻,仙台,花巻駅仙台駅,0,5,0,,,,53.973682,0,
337,4,7,33,51,11,13,両磐,秋田臨海,一ノ関,秋田,一ノ関駅秋田駅,0,0,133,,,,1.384481,1,
338,4,7,33,51,11,13,両磐,秋田臨海,花巻,秋田,花巻駅秋田駅,0,0,0,,,,53.973682,0,
339,4,8,33,61,11,15,両磐,山形,一ノ関,山形,一ノ関駅山形駅,2,2,131,,,,1.384481,1,
340,4,8,33,61,11,15,両磐,山形,花巻,山形,花巻駅山形駅,0,2,0,,,,53.973682,0,
341,4,9,33,63,11,12,両磐,米沢,一ノ関,米沢,一ノ関駅米沢駅,0,0,97,,,,1.384481,1,
342,4,9,33,63,11,12,両磐,米沢,花巻,仙台,花巻駅仙台駅,0,0,0,,,,53.973682,0,
343,4,10,33,64,11,12,両磐,新庄,一ノ関,新庄,一ノ関駅新庄駅,0,0,179,,,,1.384481,1,
344,4,10,33,64,11,12,両磐,新庄,花巻,仙台,花巻駅仙台駅,0,0,0,,,,53.973682,0,
345,4,11,33,71,11,12,両磐,福島,一ノ関,福島,一ノ関駅福島駅,1,1,61,,,,1.384481,1,
346,4,11,33,71,11,12,両磐,福島,花巻,仙台,花巻駅仙台駅,0,1,0,,,,53.973682,0,
347,4,12,33,73,11,17,両磐,郡山,一ノ関,郡山,一ノ関駅郡山駅,1,1,76,,,,1.384481,1,
348,4,12,33,73,11,17,両磐,郡山,花巻,福島,花巻駅福島駅,0,1,0,,,,53.973682,0,
349,4,13,33,76,11,17,両磐,白河,一ノ関,新白河,一ノ関駅新白河駅,0,0,85,,,,1.384481,1,
350,4,13,33,76,11,17,両磐,白河,花巻,福島,花巻駅福島駅,0,0,0,,,,53.973682,0,
351,4,14,33,91,11,18,両磐,宇都宮,一ノ関,宇都宮,一ノ関駅宇都宮駅,1,1,103,,,,1.384481,1,
352,4,14,33,91,11,18,両磐,宇都宮,花巻,羽田,花巻駅羽田駅,0,1,0,,,,53.973682,0,
353,4,15,33,93,11,18,両磐,栃木・小山,一ノ関,小山,一ノ関駅小山駅,0,0,42,,,,1.384481,1,
354,4,15,33,93,11,18,両磐,栃木・小山,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
355,4,16,33,95,11,18,両磐,那須,一ノ関,那須塩原,一ノ関駅那須塩原駅,0,0,70,,,,1.384481,1,
356,4,16,33,95,11,18,両磐,那須,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
357,4,17,33,101,11,18,両磐,前橋・高崎,一ノ関,高崎,一ノ関駅高崎駅,0,0,135,,,,1.384481,1,
358,4,17,33,101,11,18,両磐,前橋・高崎,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
359,4,18,33,104,11,18,両磐,沼田・利根,一ノ関,上毛高原,一ノ関駅上毛高原駅,0,0,160,,,,1.384481,1,
360,4,18,33,104,11,18,両磐,沼田・利根,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
361,4,19,33,111,11,18,両磐,浦和,一ノ関,大宮,一ノ関駅大宮駅,13,13,111,,,,1.384481,1,
362,4,19,33,111,11,18,両磐,浦和,花巻,羽田,花巻駅羽田駅,0,13,0,,,,53.973682,0,
363,4,20,33,113,11,18,両磐,児玉・大里,一ノ関,熊谷,一ノ関駅熊谷駅,2,2,125,,,,1.384481,1,
364,4,20,33,113,11,18,両磐,児玉・大里,花巻,羽田,花巻駅羽田駅,0,2,0,,,,53.973682,0,
365,4,21,33,131,11,18,両磐,23区,一ノ関,東京,一ノ関駅東京駅,64,64,137,,,,1.384481,1,
366,4,21,33,131,11,18,両磐,23区,花巻,羽田,花巻駅羽田駅,0,64,0,,,,53.973682,0,
367,4,22,33,141,11,18,両磐,横浜,一ノ関,新横浜,一ノ関駅新横浜駅,10,10,156,,,,1.384481,1,
368,4,22,33,141,11,18,両磐,横浜,花巻,羽田,花巻駅羽田駅,0,10,0,,,,53.973682,0,
369,4,23,33,144,11,18,両磐,小田原,一ノ関,小田原,一ノ関駅小田原駅,0,0,177,,,,1.384481,1,
370,4,23,33,144,11,18,両磐,小田原,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
371,4,24,33,151,11,20,両磐,新潟,一ノ関,新潟,一ノ関駅新潟駅,2,2,206,,,,1.384481,1,
372,4,24,33,151,11,20,両磐,新潟,花巻,新潟,花巻駅新潟駅,0,2,0,,,,53.973682,0,
373,4,25,33,152,11,20,両磐,長岡,一ノ関,長岡,一ノ関駅長岡駅,3,3,183,,,,1.384481,1,
374,4,25,33,152,11,20,両磐,長岡,花巻,新潟,花巻駅新潟駅,0,3,0,,,,53.973682,0,
375,4,26,33,154,11,20,両磐,三条・燕,一ノ関,燕三条,一ノ関駅燕三条駅,0,0,194,,,,1.384481,1,
376,4,26,33,154,11,20,両磐,三条・燕,花巻,新潟,花巻駅新潟駅,0,0,0,,,,53.973682,0,
377,4,27,33,155,11,20,両磐,魚沼,一ノ関,浦佐,一ノ関駅浦佐駅,1,1,173,,,,1.384481,1,
378,4,27,33,155,11,20,両磐,魚沼,花巻,新潟,花巻駅新潟駅,0,1,0,,,,53.973682,0,
379,4,28,33,201,11,18,両磐,長野,一ノ関,長野,一ノ関駅長野駅,0,0,197,,,,1.384481,1,
380,4,28,33,201,11,18,両磐,長野,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
381,4,29,33,203,11,24,両磐,上田,一ノ関,上田,一ノ関駅上田駅,0,0,185,,,,1.384481,1,
382,4,29,33,203,11,24,両磐,上田,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,53.973682,0,
383,4,30,33,211,11,24,両磐,岐阜,一ノ関,岐阜羽島,一ノ関駅岐阜羽島駅,0,0,317,,,,1.384481,1,
384,4,30,33,211,11,24,両磐,岐阜,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,53.973682,0,
385,4,31,33,221,11,18,両磐,中部,一ノ関,静岡,一ノ関駅静岡駅,0,0,205,,,,1.384481,1,
386,4,31,33,221,11,18,両磐,中部,花巻,羽田,花巻駅羽田駅,0,0,0,,,,53.973682,0,
387,4,32,33,222,11,24,両磐,西部,一ノ関,浜松,一ノ関駅浜松駅,0,0,231,,,,1.384481,1,
388,4,32,33,222,11,24,両磐,西部,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,53.973682,0,
389,4,33,33,223,11,18,両磐,東部,一ノ関,三島,一ノ関駅三島駅,1,1,199,,,,1.384481,1,
390,4,33,33,223,11,18,両磐,東部,花巻,羽田,花巻駅羽田駅,0,1,0,,,,53.973682,0,
391,4,34,33,231,11,24,両磐,名古屋,一ノ関,名古屋,一ノ関駅名古屋駅,1,1,236,,,,1.384481,1,
392,4,34,33,231,11,24,両磐,名古屋,花巻,名古屋,花巻駅名古屋駅,0,1,0,,,,53.973682,0,
393,4,35,33,232,11,24,両磐,東三河,一ノ関,豊橋,一ノ関駅豊橋駅,0,0,274,,,,1.384481,1,
394,4,35,33,232,11,24,両磐,東三河,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,53.973682,0,
395,4,36,33,233,11,24,両磐,豊田,一ノ関,三河安城,一ノ関駅三河安城駅,0,0,293,,,,1.384481,1,
396,4,36,33,233,11,24,両磐,豊田,花巻,名古屋,花巻駅名古屋駅,0,0,0,,,,53.973682,0,
397,4,37,33,252,11,25,両磐,東北部,一ノ関,米原,一ノ関駅米原駅,0,0,336,,,,1.384481,1,
398,4,37,33,252,11,25,両磐,東北部,花巻,関西国際,花巻駅関西国際駅,0,0,0,,,,53.973682,0,
399,4,38,33,261,11,25,両磐,京都,一ノ関,京都,一ノ関駅京都駅,0,0,272,,,,1.384481,1,
400,4,38,33,261,11,25,両磐,京都,花巻,関西国際,花巻駅関西国際駅,0,0,0,,,,53.973682,0,
401,4,39,33,271,11,25,両磐,大阪,一ノ関,新大阪,一ノ関駅新大阪駅,1,3,287,,,,1.384481,1,
402,4,39,33,271,11,25,両磐,大阪,花巻,関西国際,花巻駅関西国際駅,2,3,0,,,,53.973682,0,
403,4,40,33,281,11,25,両磐,神戸,一ノ関,新神戸,一ノ関駅新神戸駅,0,0,300,,,,1.384481,1,
404,4,40,33,281,11,25,両磐,神戸,花巻,関西国際,花巻駅関西国際駅,0,0,0,,,,53.973682,0,
405,4,41,33,283,11,25,両磐,播磨,一ノ関,姫路,一ノ関駅姫路駅,0,0,317,,,,1.384481,1,
406,4,41,33,283,11,25,両磐,播磨,花巻,関西国際,花巻駅関西国際駅,0,0,0,,,,53.973682,0,
407,4,42,33,331,11,30,両磐,県南,一ノ関,岡山,一ノ関駅岡山駅,0,0,332,,,,1.384481,1,
408,4,42,33,331,11,30,両磐,県南,花巻,岡山,花巻駅岡山駅,0,0,0,,,,53.973682,0,
409,4,43,33,341,11,31,両磐,広島,一ノ関,広島,一ノ関駅広島駅,1,1,373,,,,1.384481,1,
410,4,43,33,341,11,31,両磐,広島,花巻,広島,花巻駅広島駅,0,1,0,,,,53.973682,0,
411,4,44,33,342,11,31,両磐,備後,一ノ関,福山,一ノ関駅福山駅,0,0,350,,,,1.384481,1,
412,4,44,33,342,11,31,両磐,備後,花巻,広島,花巻駅広島駅,0,0,0,,,,53.973682,0,
413,4,45,33,351,11,32,両磐,山口,一ノ関,新山口,一ノ関駅新山口駅,0,0,401,,,,1.384481,1,
414,4,45,33,351,11,32,両磐,山口,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,53.973682,0,
415,4,46,33,352,11,32,両磐,下関,一ノ関,新下関,一ノ関駅新下関駅,0,0,544,,,,1.384481,1,
416,4,46,33,352,11,32,両磐,下関,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,53.973682,0,
417,4,47,33,353,11,32,両磐,宇部,一ノ関,厚狭,一ノ関駅厚狭駅,0,0,533,,,,1.384481,1,
418,4,47,33,353,11,32,両磐,宇部,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,53.973682,0,
419,4,48,33,354,11,32,両磐,岩国,一ノ関,新岩国,一ノ関駅新岩国駅,0,0,483,,,,1.384481,1,
420,4,48,33,354,11,32,両磐,岩国,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,53.973682,0,
421,4,49,33,355,11,32,両磐,徳山,一ノ関,徳山,一ノ関駅徳山駅,0,0,398,,,,1.384481,1,
422,4,49,33,355,11,32,両磐,徳山,花巻,山口宇部,花巻駅山口宇部駅,0,0,0,,,,53.973682,0,
423,4,50,33,401,11,37,両磐,福岡,一ノ関,博多,一ノ関駅博多駅,0,1,437,,,,1.384481,1,
424,4,50,33,401,11,37,両磐,福岡,花巻,福岡,花巻駅福岡駅,1,1,0,,,,53.973682,0,
425,4,51,33,402,11,37,両磐,北九州,一ノ関,小倉,一ノ関駅小倉駅,0,1,420,,,,1.384481,1,
426,4,51,33,402,11,37,両磐,北九州,花巻,福岡,花巻駅福岡駅,1,1,0,,,,53.973682,0,
427,4,52,33,432,11,41,両磐,八代・芦北,一ノ関,新八代,一ノ関駅新八代駅,0,0,537,,,,1.384481,1,
428,4,52,33,432,11,41,両磐,八代・芦北,花巻,熊本,花巻駅熊本駅,0,0,0,,,,53.973682,0,
429,4,53,33,461,11,44,両磐,鹿児島,一ノ関,鹿児島中央,一ノ関駅鹿児島中央駅,0,1,582,,,,1.384481,1,
430,4,53,33,461,11,44,両磐,鹿児島,花巻,鹿児島,花巻駅鹿児島駅,1,1,0,,,,53.973682,0,
431,4,54,33,462,11,44,両磐,川北薩・串木野,一ノ関,川内,一ノ関駅川内駅,0,0,570,,,,1.384481,1,
432,4,54,33,462,11,44,両磐,川北薩・串木野,花巻,鹿児島,花巻駅鹿児島駅,0,0,0,,,,53.973682,0,
433,5,1,41,22,12,10,仙台,南部,仙台,八戸,仙台駅八戸駅,246,246,110,,,,1.31846,1,
434,5,1,41,22,12,10,仙台,南部,仙台,三沢,仙台駅三沢駅,0,246,0,,,,15.290981,0,
435,5,2,41,31,12,11,仙台,盛岡,仙台,盛岡,仙台駅盛岡駅,524,524,74,,,,1.31846,1,
436,5,2,41,31,12,11,仙台,盛岡,仙台,花巻,仙台駅花巻駅,0,524,0,,,,15.290981,0,
437,5,3,41,32,12,11,仙台,北上中部,仙台,新花巻,仙台駅新花巻駅,147,147,74,,,,1.31846,1,
438,5,3,41,32,12,11,仙台,北上中部,仙台,花巻,仙台駅花巻駅,0,147,0,,,,15.290981,0,
439,5,4,41,33,12,11,仙台,両磐,仙台,一ノ関,仙台駅一ノ関駅,39,39,36,,,,1.31846,1,
440,5,4,41,33,12,11,仙台,両磐,仙台,花巻,仙台駅花巻駅,0,39,0,,,,15.290981,0,
441,5,5,41,41,12,12,仙台,仙台,仙台,仙台,仙台駅仙台駅,－,#VALUE!,0,,,,1.31846,1,
442,5,5,41,41,12,12,仙台,仙台,仙台,仙台,仙台駅仙台駅,0,#VALUE!,0,,,,15.290981,0,
443,5,6,41,43,12,12,仙台,古川,仙台,くりこま高原,仙台駅くりこま高原駅,－,#VALUE!,24,,,,1.31846,1,
444,5,6,41,43,12,12,仙台,古川,仙台,仙台,仙台駅仙台駅,0,#VALUE!,0,,,,15.290981,0,
445,5,7,41,51,12,13,仙台,秋田臨海,仙台,秋田,仙台駅秋田駅,166,166,169,,,,1.31846,1,
446,5,7,41,51,12,13,仙台,秋田臨海,仙台,秋田,仙台駅秋田駅,0,166,0,,,,15.290981,0,
447,5,8,41,61,12,15,仙台,山形,仙台,山形,仙台駅山形駅,6,6,91,,,,1.31846,1,
448,5,8,41,61,12,15,仙台,山形,仙台,山形,仙台駅山形駅,0,6,0,,,,15.290981,0,
