rk,i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj,,"x_ij,k",ODij,所要時間,費用,航空便数,滞在可能時間,アクセシビリティ,鉄道ダミー,エアライン参入数
5146,48,35,354,232,32,24,岩国,東三河,山口宇部,名古屋,山口宇部駅名古屋駅,0,2,0,,,,90.945409,0,
5147,48,36,354,233,32,24,岩国,豊田,新岩国,三河安城,新岩国駅三河安城駅,6,6,274,,,,6.484661,1,
5148,48,36,354,233,32,24,岩国,豊田,山口宇部,名古屋,山口宇部駅名古屋駅,0,6,0,,,,90.945409,0,
5149,48,37,354,252,32,25,岩国,東北部,新岩国,米原,新岩国駅米原駅,0,0,231,,,,6.484661,1,
5150,48,37,354,252,32,25,岩国,東北部,山口宇部,関西国際,山口宇部駅関西国際駅,0,0,0,,,,90.945409,0,
5151,48,38,354,261,32,25,岩国,京都,新岩国,京都,新岩国駅京都駅,12,12,211,,,,6.484661,1,
5152,48,38,354,261,32,25,岩国,京都,山口宇部,関西国際,山口宇部駅関西国際駅,0,12,0,,,,90.945409,0,
5153,48,39,354,271,32,25,岩国,大阪,新岩国,新大阪,新岩国駅新大阪駅,16,16,196,,,,6.484661,1,
5154,48,39,354,271,32,25,岩国,大阪,山口宇部,関西国際,山口宇部駅関西国際駅,0,16,0,,,,90.945409,0,
5155,48,40,354,281,32,25,岩国,神戸,新岩国,新神戸,新岩国駅新神戸駅,8,8,183,,,,6.484661,1,
5156,48,40,354,281,32,25,岩国,神戸,山口宇部,関西国際,山口宇部駅関西国際駅,0,8,0,,,,90.945409,0,
5157,48,41,354,283,32,25,岩国,播磨,新岩国,姫路,新岩国駅姫路駅,3,3,148,,,,6.484661,1,
5158,48,41,354,283,32,25,岩国,播磨,山口宇部,関西国際,山口宇部駅関西国際駅,0,3,0,,,,90.945409,0,
5159,48,42,354,331,32,30,岩国,県南,新岩国,岡山,新岩国駅岡山駅,15,15,116,,,,6.484661,1,
5160,48,42,354,331,32,30,岩国,県南,山口宇部,岡山,山口宇部駅岡山駅,0,15,0,,,,90.945409,0,
5161,48,43,354,341,32,31,岩国,広島,新岩国,広島,新岩国駅広島駅,45,45,30,,,,6.484661,1,
5162,48,43,354,341,32,31,岩国,広島,山口宇部,広島,山口宇部駅広島駅,0,45,0,,,,90.945409,0,
5163,48,44,354,342,32,31,岩国,備後,新岩国,福山,新岩国駅福山駅,5,5,81,,,,6.484661,1,
5164,48,44,354,342,32,31,岩国,備後,山口宇部,広島,山口宇部駅広島駅,0,5,0,,,,90.945409,0,
5165,48,45,354,351,32,32,岩国,山口,新岩国,新山口,新岩国駅新山口駅,－,#VALUE!,35,,,,6.484661,1,
5166,48,45,354,351,32,32,岩国,山口,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,90.945409,0,
5167,48,46,354,352,32,32,岩国,下関,新岩国,新下関,新岩国駅新下関駅,－,#VALUE!,61,,,,6.484661,1,
5168,48,46,354,352,32,32,岩国,下関,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,90.945409,0,
5169,48,47,354,353,32,32,岩国,宇部,新岩国,厚狭,新岩国駅厚狭駅,－,#VALUE!,50,,,,6.484661,1,
5170,48,47,354,353,32,32,岩国,宇部,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,90.945409,0,
5171,48,48,354,354,32,32,岩国,岩国,新岩国,新岩国,新岩国駅新岩国駅,－,#VALUE!,0,,,,6.484661,1,
5172,48,48,354,354,32,32,岩国,岩国,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,90.945409,0,
5173,48,49,354,355,32,32,岩国,徳山,新岩国,徳山,新岩国駅徳山駅,－,#VALUE!,20,,,,6.484661,1,
5174,48,49,354,355,32,32,岩国,徳山,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,90.945409,0,
5175,48,50,354,401,32,37,岩国,福岡,新岩国,博多,新岩国駅博多駅,22,22,89,,,,6.484661,1,
5176,48,50,354,401,32,37,岩国,福岡,山口宇部,福岡,山口宇部駅福岡駅,0,22,0,,,,90.945409,0,
5177,48,51,354,402,32,37,岩国,北九州,新岩国,小倉,新岩国駅小倉駅,7,7,70,,,,6.484661,1,
5178,48,51,354,402,32,37,岩国,北九州,山口宇部,福岡,山口宇部駅福岡駅,0,7,0,,,,90.945409,0,
5179,48,52,354,432,32,41,岩国,八代・芦北,新岩国,新八代,新岩国駅新八代駅,1,1,189,,,,6.484661,1,
5180,48,52,354,432,32,41,岩国,八代・芦北,山口宇部,熊本,山口宇部駅熊本駅,0,1,0,,,,90.945409,0,
5181,48,53,354,461,32,44,岩国,鹿児島,新岩国,鹿児島中央,新岩国駅鹿児島中央駅,1,1,234,,,,6.484661,1,
5182,48,53,354,461,32,44,岩国,鹿児島,山口宇部,鹿児島,山口宇部駅鹿児島駅,0,1,0,,,,90.945409,0,
5183,48,54,354,462,32,44,岩国,川北薩・串木野,新岩国,川内,新岩国駅川内駅,0,0,222,,,,6.484661,1,
5184,48,54,354,462,32,44,岩国,川北薩・串木野,山口宇部,鹿児島,山口宇部駅鹿児島駅,0,0,0,,,,90.945409,0,
5185,49,1,355,22,32,10,徳山,南部,徳山,八戸,徳山駅八戸駅,0,0,472,,,,7.290624,1,
5186,49,1,355,22,32,10,徳山,南部,山口宇部,三沢,山口宇部駅三沢駅,0,0,0,,,,55.652303,0,
5187,49,2,355,31,32,11,徳山,盛岡,徳山,盛岡,徳山駅盛岡駅,0,0,436,,,,7.290624,1,
5188,49,2,355,31,32,11,徳山,盛岡,山口宇部,花巻,山口宇部駅花巻駅,0,0,0,,,,55.652303,0,
5189,49,3,355,32,32,11,徳山,北上中部,徳山,新花巻,徳山駅新花巻駅,0,0,436,,,,7.290624,1,
5190,49,3,355,32,32,11,徳山,北上中部,山口宇部,花巻,山口宇部駅花巻駅,0,0,0,,,,55.652303,0,
5191,49,4,355,33,32,11,徳山,両磐,徳山,一ノ関,徳山駅一ノ関駅,0,0,398,,,,7.290624,1,
5192,49,4,355,33,32,11,徳山,両磐,山口宇部,花巻,山口宇部駅花巻駅,0,0,0,,,,55.652303,0,
5193,49,5,355,41,32,12,徳山,仙台,徳山,仙台,徳山駅仙台駅,1,2,362,,,,7.290624,1,
5194,49,5,355,41,32,12,徳山,仙台,山口宇部,仙台,山口宇部駅仙台駅,1,2,0,,,,55.652303,0,
5195,49,6,355,43,32,12,徳山,古川,徳山,くりこま高原,徳山駅くりこま高原駅,0,0,386,,,,7.290624,1,
5196,49,6,355,43,32,12,徳山,古川,山口宇部,仙台,山口宇部駅仙台駅,0,0,0,,,,55.652303,0,
5197,49,7,355,51,32,13,徳山,秋田臨海,徳山,秋田,徳山駅秋田駅,0,0,489,,,,7.290624,1,
5198,49,7,355,51,32,13,徳山,秋田臨海,山口宇部,秋田,山口宇部駅秋田駅,0,0,0,,,,55.652303,0,
5199,49,8,355,61,32,15,徳山,山形,徳山,山形,徳山駅山形駅,0,0,423,,,,7.290624,1,
5200,49,8,355,61,32,15,徳山,山形,山口宇部,山形,山口宇部駅山形駅,0,0,0,,,,55.652303,0,
5201,49,9,355,63,32,12,徳山,米沢,徳山,米沢,徳山駅米沢駅,0,0,389,,,,7.290624,1,
5202,49,9,355,63,32,12,徳山,米沢,山口宇部,仙台,山口宇部駅仙台駅,0,0,0,,,,55.652303,0,
5203,49,10,355,64,32,12,徳山,新庄,徳山,新庄,徳山駅新庄駅,0,0,471,,,,7.290624,1,
5204,49,10,355,64,32,12,徳山,新庄,山口宇部,仙台,山口宇部駅仙台駅,0,0,0,,,,55.652303,0,
5205,49,11,355,71,32,12,徳山,福島,徳山,福島,徳山駅福島駅,0,0,354,,,,7.290624,1,
5206,49,11,355,71,32,12,徳山,福島,山口宇部,仙台,山口宇部駅仙台駅,0,0,0,,,,55.652303,0,
5207,49,12,355,73,32,17,徳山,郡山,徳山,郡山,徳山駅郡山駅,0,0,339,,,,7.290624,1,
5208,49,12,355,73,32,17,徳山,郡山,山口宇部,福島,山口宇部駅福島駅,0,0,0,,,,55.652303,0,
5209,49,13,355,76,32,17,徳山,白河,徳山,新白河,徳山駅新白河駅,0,0,346,,,,7.290624,1,
5210,49,13,355,76,32,17,徳山,白河,山口宇部,福島,山口宇部駅福島駅,0,0,0,,,,55.652303,0,
5211,49,14,355,91,32,18,徳山,宇都宮,徳山,宇都宮,徳山駅宇都宮駅,3,3,312,,,,7.290624,1,
5212,49,14,355,91,32,18,徳山,宇都宮,山口宇部,羽田,山口宇部駅羽田駅,0,3,0,,,,55.652303,0,
5213,49,15,355,93,32,18,徳山,栃木・小山,徳山,小山,徳山駅小山駅,0,0,303,,,,7.290624,1,
5214,49,15,355,93,32,18,徳山,栃木・小山,山口宇部,羽田,山口宇部駅羽田駅,0,0,0,,,,55.652303,0,
5215,49,16,355,95,32,18,徳山,那須,徳山,那須塩原,徳山駅那須塩原駅,4,4,331,,,,7.290624,1,
5216,49,16,355,95,32,18,徳山,那須,山口宇部,羽田,山口宇部駅羽田駅,0,4,0,,,,55.652303,0,
5217,49,17,355,101,32,18,徳山,前橋・高崎,徳山,高崎,徳山駅高崎駅,1,1,310,,,,7.290624,1,
5218,49,17,355,101,32,18,徳山,前橋・高崎,山口宇部,羽田,山口宇部駅羽田駅,0,1,0,,,,55.652303,0,
5219,49,18,355,104,32,18,徳山,沼田・利根,徳山,上毛高原,徳山駅上毛高原駅,0,0,335,,,,7.290624,1,
5220,49,18,355,104,32,18,徳山,沼田・利根,山口宇部,羽田,山口宇部駅羽田駅,0,0,0,,,,55.652303,0,
5221,49,19,355,111,32,18,徳山,浦和,徳山,大宮,徳山駅大宮駅,6,8,287,,,,7.290624,1,
5222,49,19,355,111,32,18,徳山,浦和,山口宇部,羽田,山口宇部駅羽田駅,2,8,0,,,,55.652303,0,
5223,49,20,355,113,32,18,徳山,児玉・大里,徳山,熊谷,徳山駅熊谷駅,1,1,300,,,,7.290624,1,
5224,49,20,355,113,32,18,徳山,児玉・大里,山口宇部,羽田,山口宇部駅羽田駅,0,1,0,,,,55.652303,0,
5225,49,21,355,131,32,18,徳山,23区,徳山,東京,徳山駅東京駅,100,124,261,,,,7.290624,1,
5226,49,21,355,131,32,18,徳山,23区,山口宇部,羽田,山口宇部駅羽田駅,24,124,0,,,,55.652303,0,
5227,49,22,355,141,32,18,徳山,横浜,徳山,新横浜,徳山駅新横浜駅,31,36,242,,,,7.290624,1,
5228,49,22,355,141,32,18,徳山,横浜,山口宇部,羽田,山口宇部駅羽田駅,5,36,0,,,,55.652303,0,
5229,49,23,355,144,32,18,徳山,小田原,徳山,小田原,徳山駅小田原駅,3,3,305,,,,7.290624,1,
5230,49,23,355,144,32,18,徳山,小田原,山口宇部,羽田,山口宇部駅羽田駅,0,3,0,,,,55.652303,0,
5231,49,24,355,151,32,20,徳山,新潟,徳山,新潟,徳山駅新潟駅,3,3,381,,,,7.290624,1,
5232,49,24,355,151,32,20,徳山,新潟,山口宇部,新潟,山口宇部駅新潟駅,0,3,0,,,,55.652303,0,
5233,49,25,355,152,32,20,徳山,長岡,徳山,長岡,徳山駅長岡駅,0,0,358,,,,7.290624,1,
5234,49,25,355,152,32,20,徳山,長岡,山口宇部,新潟,山口宇部駅新潟駅,0,0,0,,,,55.652303,0,
5235,49,26,355,154,32,20,徳山,三条・燕,徳山,燕三条,徳山駅燕三条駅,0,0,369,,,,7.290624,1,
5236,49,26,355,154,32,20,徳山,三条・燕,山口宇部,新潟,山口宇部駅新潟駅,0,0,0,,,,55.652303,0,
5237,49,27,355,155,32,20,徳山,魚沼,徳山,浦佐,徳山駅浦佐駅,1,1,348,,,,7.290624,1,
5238,49,27,355,155,32,20,徳山,魚沼,山口宇部,新潟,山口宇部駅新潟駅,0,1,0,,,,55.652303,0,
5239,49,28,355,201,32,18,徳山,長野,徳山,長野,徳山駅長野駅,0,0,373,,,,7.290624,1,
5240,49,28,355,201,32,18,徳山,長野,山口宇部,羽田,山口宇部駅羽田駅,0,0,0,,,,55.652303,0,
5241,49,29,355,203,32,24,徳山,上田,徳山,上田,徳山駅上田駅,0,0,361,,,,7.290624,1,
5242,49,29,355,203,32,24,徳山,上田,山口宇部,名古屋,山口宇部駅名古屋駅,0,0,0,,,,55.652303,0,
5243,49,30,355,211,32,24,徳山,岐阜,徳山,岐阜羽島,徳山駅岐阜羽島駅,1,1,165,,,,7.290624,1,
5244,49,30,355,211,32,24,徳山,岐阜,山口宇部,名古屋,山口宇部駅名古屋駅,0,1,0,,,,55.652303,0,
5245,49,31,355,221,32,18,徳山,中部,徳山,静岡,徳山駅静岡駅,3,3,220,,,,7.290624,1,
5246,49,31,355,221,32,18,徳山,中部,山口宇部,羽田,山口宇部駅羽田駅,0,3,0,,,,55.652303,0,
5247,49,32,355,222,32,24,徳山,西部,徳山,浜松,徳山駅浜松駅,5,5,194,,,,7.290624,1,
5248,49,32,355,222,32,24,徳山,西部,山口宇部,名古屋,山口宇部駅名古屋駅,0,5,0,,,,55.652303,0,
5249,49,33,355,223,32,18,徳山,東部,徳山,三島,徳山駅三島駅,2,3,283,,,,7.290624,1,
5250,49,33,355,223,32,18,徳山,東部,山口宇部,羽田,山口宇部駅羽田駅,1,3,0,,,,55.652303,0,
5251,49,34,355,231,32,24,徳山,名古屋,徳山,名古屋,徳山駅名古屋駅,16,16,162,,,,7.290624,1,
5252,49,34,355,231,32,24,徳山,名古屋,山口宇部,名古屋,山口宇部駅名古屋駅,0,16,0,,,,55.652303,0,
5253,49,35,355,232,32,24,徳山,東三河,徳山,豊橋,徳山駅豊橋駅,3,3,208,,,,7.290624,1,
5254,49,35,355,232,32,24,徳山,東三河,山口宇部,名古屋,山口宇部駅名古屋駅,0,3,0,,,,55.652303,0,
5255,49,36,355,233,32,24,徳山,豊田,徳山,三河安城,徳山駅三河安城駅,3,3,189,,,,7.290624,1,
5256,49,36,355,233,32,24,徳山,豊田,山口宇部,名古屋,山口宇部駅名古屋駅,0,3,0,,,,55.652303,0,
5257,49,37,355,252,32,25,徳山,東北部,徳山,米原,徳山駅米原駅,0,0,146,,,,7.290624,1,
5258,49,37,355,252,32,25,徳山,東北部,山口宇部,関西国際,山口宇部駅関西国際駅,0,0,0,,,,55.652303,0,
5259,49,38,355,261,32,25,徳山,京都,徳山,京都,徳山駅京都駅,21,21,126,,,,7.290624,1,
5260,49,38,355,261,32,25,徳山,京都,山口宇部,関西国際,山口宇部駅関西国際駅,0,21,0,,,,55.652303,0,
5261,49,39,355,271,32,25,徳山,大阪,徳山,新大阪,徳山駅新大阪駅,53,53,111,,,,7.290624,1,
5262,49,39,355,271,32,25,徳山,大阪,山口宇部,関西国際,山口宇部駅関西国際駅,0,53,0,,,,55.652303,0,
5263,49,40,355,281,32,25,徳山,神戸,徳山,新神戸,徳山駅新神戸駅,16,16,98,,,,7.290624,1,
5264,49,40,355,281,32,25,徳山,神戸,山口宇部,関西国際,山口宇部駅関西国際駅,0,16,0,,,,55.652303,0,
5265,49,41,355,283,32,25,徳山,播磨,徳山,姫路,徳山駅姫路駅,9,9,81,,,,7.290624,1,
5266,49,41,355,283,32,25,徳山,播磨,山口宇部,関西国際,山口宇部駅関西国際駅,0,9,0,,,,55.652303,0,
5267,49,42,355,331,32,30,徳山,県南,徳山,岡山,徳山駅岡山駅,32,32,60,,,,7.290624,1,
5268,49,42,355,331,32,30,徳山,県南,山口宇部,岡山,山口宇部駅岡山駅,0,32,0,,,,55.652303,0,
5269,49,43,355,341,32,31,徳山,広島,徳山,広島,徳山駅広島駅,132,132,23,,,,7.290624,1,
5270,49,43,355,341,32,31,徳山,広島,山口宇部,広島,山口宇部駅広島駅,0,132,0,,,,55.652303,0,
5271,49,44,355,342,32,31,徳山,備後,徳山,福山,徳山駅福山駅,25,25,48,,,,7.290624,1,
5272,49,44,355,342,32,31,徳山,備後,山口宇部,広島,山口宇部駅広島駅,0,25,0,,,,55.652303,0,
5273,49,45,355,351,32,32,徳山,山口,徳山,新山口,徳山駅新山口駅,－,#VALUE!,15,,,,7.290624,1,
5274,49,45,355,351,32,32,徳山,山口,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,55.652303,0,
5275,49,46,355,352,32,32,徳山,下関,徳山,新下関,徳山駅新下関駅,－,#VALUE!,41,,,,7.290624,1,
5276,49,46,355,352,32,32,徳山,下関,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,55.652303,0,
5277,49,47,355,353,32,32,徳山,宇部,徳山,厚狭,徳山駅厚狭駅,－,#VALUE!,30,,,,7.290624,1,
5278,49,47,355,353,32,32,徳山,宇部,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,55.652303,0,
5279,49,48,355,354,32,32,徳山,岩国,徳山,新岩国,徳山駅新岩国駅,－,#VALUE!,20,,,,7.290624,1,
5280,49,48,355,354,32,32,徳山,岩国,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,55.652303,0,
5281,49,49,355,355,32,32,徳山,徳山,徳山,徳山,徳山駅徳山駅,－,#VALUE!,0,,,,7.290624,1,
5282,49,49,355,355,32,32,徳山,徳山,山口宇部,山口宇部,山口宇部駅山口宇部駅,0,#VALUE!,0,,,,55.652303,0,
5283,49,50,355,401,32,37,徳山,福岡,徳山,博多,徳山駅博多駅,72,72,44,,,,7.290624,1,
5284,49,50,355,401,32,37,徳山,福岡,山口宇部,福岡,山口宇部駅福岡駅,0,72,0,,,,55.652303,0,
5285,49,51,355,402,32,37,徳山,北九州,徳山,小倉,徳山駅小倉駅,27,27,27,,,,7.290624,1,
5286,49,51,355,402,32,37,徳山,北九州,山口宇部,福岡,山口宇部駅福岡駅,0,27,0,,,,55.652303,0,
5287,49,52,355,432,32,41,徳山,八代・芦北,徳山,新八代,徳山駅新八代駅,1,1,144,,,,7.290624,1,
5288,49,52,355,432,32,41,徳山,八代・芦北,山口宇部,熊本,山口宇部駅熊本駅,0,1,0,,,,55.652303,0,
5289,49,53,355,461,32,44,徳山,鹿児島,徳山,鹿児島中央,徳山駅鹿児島中央駅,4,4,189,,,,7.290624,1,
5290,49,53,355,461,32,44,徳山,鹿児島,山口宇部,鹿児島,山口宇部駅鹿児島駅,0,4,0,,,,55.652303,0,
5291,49,54,355,462,32,44,徳山,川北薩・串木野,徳山,川内,徳山駅川内駅,2,2,177,,,,7.290624,1,
5292,49,54,355,462,32,44,徳山,川北薩・串木野,山口宇部,鹿児島,山口宇部駅鹿児島駅,0,2,0,,,,55.652303,0,
5293,50,1,401,22,37,10,福岡,南部,博多,八戸,博多駅八戸駅,1,6,511,,,,1.753659,1,
5294,50,1,401,22,37,10,福岡,南部,福岡,三沢,福岡駅三沢駅,5,6,0,,,,4.031698,0,
5295,50,2,401,31,37,11,福岡,盛岡,博多,盛岡,博多駅盛岡駅,0,3,475,,,,1.753659,1,
5296,50,2,401,31,37,11,福岡,盛岡,福岡,花巻,福岡駅花巻駅,3,3,0,,,,4.031698,0,
5297,50,3,401,32,37,11,福岡,北上中部,博多,新花巻,博多駅新花巻駅,1,3,475,,,,1.753659,1,
5298,50,3,401,32,37,11,福岡,北上中部,福岡,花巻,福岡駅花巻駅,2,3,0,,,,4.031698,0,
5299,50,4,401,33,37,11,福岡,両磐,博多,一ノ関,博多駅一ノ関駅,0,1,437,,,,1.753659,1,
5300,50,4,401,33,37,11,福岡,両磐,福岡,花巻,福岡駅花巻駅,1,1,0,,,,4.031698,0,
5301,50,5,401,41,37,12,福岡,仙台,博多,仙台,博多駅仙台駅,1,51,401,,,,1.753659,1,
5302,50,5,401,41,37,12,福岡,仙台,福岡,仙台,福岡駅仙台駅,50,51,0,,,,4.031698,0,
5303,50,6,401,43,37,12,福岡,古川,博多,くりこま高原,博多駅くりこま高原駅,0,1,425,,,,1.753659,1,
5304,50,6,401,43,37,12,福岡,古川,福岡,仙台,福岡駅仙台駅,1,1,0,,,,4.031698,0,
5305,50,7,401,51,37,13,福岡,秋田臨海,博多,秋田,博多駅秋田駅,0,10,528,,,,1.753659,1,
5306,50,7,401,51,37,13,福岡,秋田臨海,福岡,秋田,福岡駅秋田駅,10,10,0,,,,4.031698,0,
5307,50,8,401,61,37,15,福岡,山形,博多,山形,博多駅山形駅,1,6,462,,,,1.753659,1,
5308,50,8,401,61,37,15,福岡,山形,福岡,山形,福岡駅山形駅,5,6,0,,,,4.031698,0,
5309,50,9,401,63,37,12,福岡,米沢,博多,米沢,博多駅米沢駅,1,3,428,,,,1.753659,1,
5310,50,9,401,63,37,12,福岡,米沢,福岡,仙台,福岡駅仙台駅,2,3,0,,,,4.031698,0,
5311,50,10,401,64,37,12,福岡,新庄,博多,新庄,博多駅新庄駅,1,1,510,,,,1.753659,1,
5312,50,10,401,64,37,12,福岡,新庄,福岡,仙台,福岡駅仙台駅,0,1,0,,,,4.031698,0,
5313,50,11,401,71,37,12,福岡,福島,博多,福島,博多駅福島駅,3,7,393,,,,1.753659,1,
5314,50,11,401,71,37,12,福岡,福島,福岡,仙台,福岡駅仙台駅,4,7,0,,,,4.031698,0,
5315,50,12,401,73,37,17,福岡,郡山,博多,郡山,博多駅郡山駅,5,11,378,,,,1.753659,1,
5316,50,12,401,73,37,17,福岡,郡山,福岡,福島,福岡駅福島駅,6,11,0,,,,4.031698,0,
5317,50,13,401,76,37,17,福岡,白河,博多,新白河,博多駅新白河駅,0,2,385,,,,1.753659,1,
5318,50,13,401,76,37,17,福岡,白河,福岡,福島,福岡駅福島駅,2,2,0,,,,4.031698,0,
5319,50,14,401,91,37,18,福岡,宇都宮,博多,宇都宮,博多駅宇都宮駅,8,20,351,,,,1.753659,1,
5320,50,14,401,91,37,18,福岡,宇都宮,福岡,羽田,福岡駅羽田駅,12,20,0,,,,4.031698,0,
5321,50,15,401,93,37,18,福岡,栃木・小山,博多,小山,博多駅小山駅,0,5,342,,,,1.753659,1,
5322,50,15,401,93,37,18,福岡,栃木・小山,福岡,羽田,福岡駅羽田駅,5,5,0,,,,4.031698,0,
5323,50,16,401,95,37,18,福岡,那須,博多,那須塩原,博多駅那須塩原駅,4,5,370,,,,1.753659,1,
5324,50,16,401,95,37,18,福岡,那須,福岡,羽田,福岡駅羽田駅,1,5,0,,,,4.031698,0,
5325,50,17,401,101,37,18,福岡,前橋・高崎,博多,高崎,博多駅高崎駅,7,20,349,,,,1.753659,1,
5326,50,17,401,101,37,18,福岡,前橋・高崎,福岡,羽田,福岡駅羽田駅,13,20,0,,,,4.031698,0,
5327,50,18,401,104,37,18,福岡,沼田・利根,博多,上毛高原,博多駅上毛高原駅,0,1,374,,,,1.753659,1,
5328,50,18,401,104,37,18,福岡,沼田・利根,福岡,羽田,福岡駅羽田駅,1,1,0,,,,4.031698,0,
5329,50,19,401,111,37,18,福岡,浦和,博多,大宮,博多駅大宮駅,9,111,326,,,,1.753659,1,
5330,50,19,401,111,37,18,福岡,浦和,福岡,羽田,福岡駅羽田駅,102,111,0,,,,4.031698,0,
5331,50,20,401,113,37,18,福岡,児玉・大里,博多,熊谷,博多駅熊谷駅,1,5,339,,,,1.753659,1,
5332,50,20,401,113,37,18,福岡,児玉・大里,福岡,羽田,福岡駅羽田駅,4,5,0,,,,4.031698,0,
5333,50,21,401,131,37,18,福岡,23区,博多,東京,博多駅東京駅,144,1477,300,,,,1.753659,1,
5334,50,21,401,131,37,18,福岡,23区,福岡,羽田,福岡駅羽田駅,1333,1477,0,,,,4.031698,0,
5335,50,22,401,141,37,18,福岡,横浜,博多,新横浜,博多駅新横浜駅,27,221,281,,,,1.753659,1,
5336,50,22,401,141,37,18,福岡,横浜,福岡,羽田,福岡駅羽田駅,194,221,0,,,,4.031698,0,
5337,50,23,401,144,37,18,福岡,小田原,博多,小田原,博多駅小田原駅,1,11,344,,,,1.753659,1,
5338,50,23,401,144,37,18,福岡,小田原,福岡,羽田,福岡駅羽田駅,10,11,0,,,,4.031698,0,
5339,50,24,401,151,37,20,福岡,新潟,博多,新潟,博多駅新潟駅,6,24,420,,,,1.753659,1,
5340,50,24,401,151,37,20,福岡,新潟,福岡,新潟,福岡駅新潟駅,18,24,0,,,,4.031698,0,
5341,50,25,401,152,37,20,福岡,長岡,博多,長岡,博多駅長岡駅,0,5,397,,,,1.753659,1,
5342,50,25,401,152,37,20,福岡,長岡,福岡,新潟,福岡駅新潟駅,5,5,0,,,,4.031698,0,
5343,50,26,401,154,37,20,福岡,三条・燕,博多,燕三条,博多駅燕三条駅,0,1,408,,,,1.753659,1,
5344,50,26,401,154,37,20,福岡,三条・燕,福岡,新潟,福岡駅新潟駅,1,1,0,,,,4.031698,0,
5345,50,27,401,155,37,20,福岡,魚沼,博多,浦佐,博多駅浦佐駅,1,2,387,,,,1.753659,1,
5346,50,27,401,155,37,20,福岡,魚沼,福岡,新潟,福岡駅新潟駅,1,2,0,,,,4.031698,0,
5347,50,28,401,201,37,18,福岡,長野,博多,長野,博多駅長野駅,6,11,412,,,,1.753659,1,
5348,50,28,401,201,37,18,福岡,長野,福岡,羽田,福岡駅羽田駅,5,11,0,,,,4.031698,0,
5349,50,29,401,203,37,24,福岡,上田,博多,上田,博多駅上田駅,4,12,400,,,,1.753659,1,
5350,50,29,401,203,37,24,福岡,上田,福岡,名古屋,福岡駅名古屋駅,8,12,0,,,,4.031698,0,
5351,50,30,401,211,37,24,福岡,岐阜,博多,岐阜羽島,博多駅岐阜羽島駅,34,41,204,,,,1.753659,1,
5352,50,30,401,211,37,24,福岡,岐阜,福岡,名古屋,福岡駅名古屋駅,7,41,0,,,,4.031698,0,
5353,50,31,401,221,37,18,福岡,中部,博多,静岡,博多駅静岡駅,17,40,259,,,,1.753659,1,
5354,50,31,401,221,37,18,福岡,中部,福岡,羽田,福岡駅羽田駅,23,40,0,,,,4.031698,0,
5355,50,32,401,222,37,24,福岡,西部,博多,浜松,博多駅浜松駅,22,34,233,,,,1.753659,1,
5356,50,32,401,222,37,24,福岡,西部,福岡,名古屋,福岡駅名古屋駅,12,34,0,,,,4.031698,0,
5357,50,33,401,223,37,18,福岡,東部,博多,三島,博多駅三島駅,46,63,322,,,,1.753659,1,
5358,50,33,401,223,37,18,福岡,東部,福岡,羽田,福岡駅羽田駅,17,63,0,,,,4.031698,0,
5359,50,34,401,231,37,24,福岡,名古屋,博多,名古屋,博多駅名古屋駅,146,233,201,,,,1.753659,1,
5360,50,34,401,231,37,24,福岡,名古屋,福岡,名古屋,福岡駅名古屋駅,87,233,0,,,,4.031698,0,
5361,50,35,401,232,37,24,福岡,東三河,博多,豊橋,博多駅豊橋駅,9,14,247,,,,1.753659,1,
5362,50,35,401,232,37,24,福岡,東三河,福岡,名古屋,福岡駅名古屋駅,5,14,0,,,,4.031698,0,
5363,50,36,401,233,37,24,福岡,豊田,博多,三河安城,博多駅三河安城駅,91,154,228,,,,1.753659,1,
5364,50,36,401,233,37,24,福岡,豊田,福岡,名古屋,福岡駅名古屋駅,63,154,0,,,,4.031698,0,
5365,50,37,401,252,37,25,福岡,東北部,博多,米原,博多駅米原駅,10,10,185,,,,1.753659,1,
5366,50,37,401,252,37,25,福岡,東北部,福岡,関西国際,福岡駅関西国際駅,0,10,0,,,,4.031698,0,
5367,50,38,401,261,37,25,福岡,京都,博多,京都,博多駅京都駅,190,209,165,,,,1.753659,1,
5368,50,38,401,261,37,25,福岡,京都,福岡,関西国際,福岡駅関西国際駅,19,209,0,,,,4.031698,0,
5369,50,39,401,271,37,25,福岡,大阪,博多,新大阪,博多駅新大阪駅,422,516,150,,,,1.753659,1,
5370,50,39,401,271,37,25,福岡,大阪,福岡,関西国際,福岡駅関西国際駅,94,516,0,,,,4.031698,0,
