"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"195",195,2,44,31,342,11,31,"盛岡","備後","盛岡","福山","盛岡駅福山駅","0","0",388,30020,NA,NA,1.524693,1,NA
"196",196,2,44,31,342,11,31,"盛岡","備後","花巻","広島","花巻駅広島駅","0","0",0,NA,NA,NA,31.21727,0,NA
"197",197,2,45,31,351,11,32,"盛岡","山口","盛岡","新山口","盛岡駅新山口駅","0","0",439,33700,NA,NA,1.524693,1,NA
"198",198,2,45,31,351,11,32,"盛岡","山口","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,31.21727,0,NA
"199",199,2,46,31,352,11,32,"盛岡","下関","盛岡","新下関","盛岡駅新下関駅","0","0",582,34340,NA,NA,1.524693,1,NA
"200",200,2,46,31,352,11,32,"盛岡","下関","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,31.21727,0,NA
"201",201,2,47,31,353,11,32,"盛岡","宇部","盛岡","厚狭","盛岡駅厚狭駅","0","0",571,33700,NA,NA,1.524693,1,NA
"202",202,2,47,31,353,11,32,"盛岡","宇部","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,31.21727,0,NA
"203",203,2,48,31,354,11,32,"盛岡","岩国","盛岡","新岩国","盛岡駅新岩国駅","0","0",521,31960,NA,NA,1.524693,1,NA
"204",204,2,48,31,354,11,32,"盛岡","岩国","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,31.21727,0,NA
"205",205,2,49,31,355,11,32,"盛岡","徳山","盛岡","徳山","盛岡駅徳山駅","0","0",436,32620,NA,NA,1.524693,1,NA
"206",206,2,49,31,355,11,32,"盛岡","徳山","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,31.21727,0,NA
"207",207,2,50,31,401,11,37,"盛岡","福岡","盛岡","博多","盛岡駅博多駅","0","3",475,35640,NA,NA,1.524693,1,NA
"208",208,2,50,31,401,11,37,"盛岡","福岡","花巻","福岡","花巻駅福岡駅","3","3",0,NA,NA,NA,31.21727,0,NA
"209",209,2,51,31,402,11,37,"盛岡","北九州","盛岡","小倉","盛岡駅小倉駅","2","3",458,35000,NA,NA,1.524693,1,NA
"210",210,2,51,31,402,11,37,"盛岡","北九州","花巻","福岡","花巻駅福岡駅","1","3",0,NA,NA,NA,31.21727,0,NA
"211",211,2,52,31,432,11,41,"盛岡","八代・芦北","盛岡","新八代","盛岡駅新八代駅","0","0",575,38020,NA,NA,1.524693,1,NA
"212",212,2,52,31,432,11,41,"盛岡","八代・芦北","花巻","熊本","花巻駅熊本駅","0","0",0,NA,NA,NA,31.21727,0,NA
"213",213,2,53,31,461,11,44,"盛岡","鹿児島","盛岡","鹿児島中央","盛岡駅鹿児島中央駅","0","0",620,39740,NA,NA,1.524693,1,NA
"214",214,2,53,31,461,11,44,"盛岡","鹿児島","花巻","鹿児島","花巻駅鹿児島駅","0","0",0,NA,NA,NA,31.21727,0,NA
"215",215,2,54,31,462,11,44,"盛岡","川北薩・串木野","盛岡","川内","盛岡駅川内駅","0","0",608,39320,NA,NA,1.524693,1,NA
"216",216,2,54,31,462,11,44,"盛岡","川北薩・串木野","花巻","鹿児島","花巻駅鹿児島駅","0","0",0,NA,NA,NA,31.21727,0,NA
"217",217,3,1,32,22,11,10,"北上中部","南部","新花巻","八戸","新花巻駅八戸駅","8","8",36,4540,NA,NA,5.206247,1,NA
"218",218,3,1,32,22,11,10,"北上中部","南部","花巻","三沢","花巻駅三沢駅","0","8",0,NA,NA,NA,3.932392,0,NA
"219",219,3,2,32,31,11,11,"北上中部","盛岡","新花巻","盛岡","新花巻駅盛岡駅","－","#VALUE!",0,1340,NA,NA,5.206247,1,NA
"220",220,3,2,32,31,11,11,"北上中部","盛岡","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,3.932392,0,NA
"221",221,3,3,32,32,11,11,"北上中部","北上中部","新花巻","新花巻","新花巻駅新花巻駅","－","#VALUE!",0,NA,NA,NA,5.206247,1,NA
"222",222,3,3,32,32,11,11,"北上中部","北上中部","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,3.932392,0,NA
"223",223,3,4,32,33,11,11,"北上中部","両磐","新花巻","一ノ関","新花巻駅一ノ関駅","－","#VALUE!",38,1940,NA,NA,5.206247,1,NA
"224",224,3,4,32,33,11,11,"北上中部","両磐","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,3.932392,0,NA
"225",225,3,5,32,41,11,12,"北上中部","仙台","新花巻","仙台","新花巻駅仙台駅","147","147",74,5180,NA,NA,5.206247,1,NA
"226",226,3,5,32,41,11,12,"北上中部","仙台","花巻","仙台","花巻駅仙台駅","0","147",0,NA,NA,NA,3.932392,0,NA
"227",227,3,6,32,43,11,12,"北上中部","古川","新花巻","くりこま高原","新花巻駅くりこま高原駅","4","4",50,2980,NA,NA,5.206247,1,NA
"228",228,3,6,32,43,11,12,"北上中部","古川","花巻","仙台","花巻駅仙台駅","0","4",0,NA,NA,NA,3.932392,0,NA
"229",229,3,7,32,51,11,13,"北上中部","秋田臨海","新花巻","秋田","新花巻駅秋田駅","1","1",95,6040,NA,NA,5.206247,1,NA
"230",230,3,7,32,51,11,13,"北上中部","秋田臨海","花巻","秋田","花巻駅秋田駅","0","1",0,NA,NA,NA,3.932392,0,NA
"231",231,3,8,32,61,11,15,"北上中部","山形","新花巻","山形","新花巻駅山形駅","1","1",159,5180,NA,NA,5.206247,1,NA
"232",232,3,8,32,61,11,15,"北上中部","山形","花巻","山形","花巻駅山形駅","0","1",0,NA,NA,NA,3.932392,0,NA
"233",233,3,9,32,63,11,12,"北上中部","米沢","新花巻","米沢","新花巻駅米沢駅","1","1",125,6700,NA,NA,5.206247,1,NA
"234",234,3,9,32,63,11,12,"北上中部","米沢","花巻","仙台","花巻駅仙台駅","0","1",0,NA,NA,NA,3.932392,0,NA
"235",235,3,10,32,64,11,12,"北上中部","新庄","新花巻","新庄","新花巻駅新庄駅","0","0",207,2640,NA,NA,5.206247,1,NA
"236",236,3,10,32,64,11,12,"北上中部","新庄","花巻","仙台","花巻駅仙台駅","0","0",0,NA,NA,NA,3.932392,0,NA
"237",237,3,11,32,71,11,12,"北上中部","福島","新花巻","福島","新花巻駅福島駅","11","11",89,8000,NA,NA,5.206247,1,NA
"238",238,3,11,32,71,11,12,"北上中部","福島","花巻","仙台","花巻駅仙台駅","0","11",0,NA,NA,NA,3.932392,0,NA
"239",239,3,12,32,73,11,17,"北上中部","郡山","新花巻","郡山","新花巻駅郡山駅","2","2",104,9500,NA,NA,5.206247,1,NA
"240",240,3,12,32,73,11,17,"北上中部","郡山","花巻","福島","花巻駅福島駅","0","2",0,NA,NA,NA,3.932392,0,NA
"241",241,3,13,32,76,11,17,"北上中部","白河","新花巻","新白河","新花巻駅新白河駅","0","0",85,10800,NA,NA,5.206247,1,NA
"242",242,3,13,32,76,11,17,"北上中部","白河","花巻","福島","花巻駅福島駅","0","0",0,NA,NA,NA,3.932392,0,NA
"243",243,3,14,32,91,11,18,"北上中部","宇都宮","新花巻","宇都宮","新花巻駅宇都宮駅","5","5",131,12960,NA,NA,5.206247,1,NA
"244",244,3,14,32,91,11,18,"北上中部","宇都宮","花巻","羽田","花巻駅羽田駅","0","5",0,NA,NA,NA,3.932392,0,NA
"245",245,3,15,32,93,11,18,"北上中部","栃木・小山","新花巻","小山","新花巻駅小山駅","4","4",42,13600,NA,NA,5.206247,1,NA
"246",246,3,15,32,93,11,18,"北上中部","栃木・小山","花巻","羽田","花巻駅羽田駅","0","4",0,NA,NA,NA,3.932392,0,NA
"247",247,3,16,32,95,11,18,"北上中部","那須","新花巻","那須塩原","新花巻駅那須塩原駅","1","1",70,11880,NA,NA,5.206247,1,NA
"248",248,3,16,32,95,11,18,"北上中部","那須","花巻","羽田","花巻駅羽田駅","0","1",0,NA,NA,NA,3.932392,0,NA
"249",249,3,17,32,101,11,18,"北上中部","前橋・高崎","新花巻","高崎","新花巻駅高崎駅","6","6",173,12960,NA,NA,5.206247,1,NA
"250",250,3,17,32,101,11,18,"北上中部","前橋・高崎","花巻","羽田","花巻駅羽田駅","0","6",0,NA,NA,NA,3.932392,0,NA
"251",251,3,18,32,104,11,18,"北上中部","沼田・利根","新花巻","上毛高原","新花巻駅上毛高原駅","0","0",198,11880,NA,NA,5.206247,1,NA
"252",252,3,18,32,104,11,18,"北上中部","沼田・利根","花巻","羽田","花巻駅羽田駅","0","0",0,NA,NA,NA,3.932392,0,NA
"253",253,3,19,32,111,11,18,"北上中部","浦和","新花巻","大宮","新花巻駅大宮駅","40","40",149,15120,NA,NA,5.206247,1,NA
"254",254,3,19,32,111,11,18,"北上中部","浦和","花巻","羽田","花巻駅羽田駅","0","40",0,NA,NA,NA,3.932392,0,NA
"255",255,3,20,32,113,11,18,"北上中部","児玉・大里","新花巻","熊谷","新花巻駅熊谷駅","4","4",163,14040,NA,NA,5.206247,1,NA
"256",256,3,20,32,113,11,18,"北上中部","児玉・大里","花巻","羽田","花巻駅羽田駅","0","4",0,NA,NA,NA,3.932392,0,NA
"257",257,3,21,32,131,11,18,"北上中部","23区","新花巻","東京","新花巻駅東京駅","146","146",175,15760,NA,NA,5.206247,1,NA
"258",258,3,21,32,131,11,18,"北上中部","23区","花巻","羽田","花巻駅羽田駅","0","146",0,NA,NA,NA,3.932392,0,NA
"259",259,3,22,32,141,11,18,"北上中部","横浜","新花巻","新横浜","新花巻駅新横浜駅","13","13",194,16840,NA,NA,5.206247,1,NA
"260",260,3,22,32,141,11,18,"北上中部","横浜","花巻","羽田","花巻駅羽田駅","0","13",0,NA,NA,NA,3.932392,0,NA
"261",261,3,23,32,144,11,18,"北上中部","小田原","新花巻","小田原","新花巻駅小田原駅","2","2",215,18580,NA,NA,5.206247,1,NA
"262",262,3,23,32,144,11,18,"北上中部","小田原","花巻","羽田","花巻駅羽田駅","0","2",0,NA,NA,NA,3.932392,0,NA
"263",263,3,24,32,151,11,20,"北上中部","新潟","新花巻","新潟","新花巻駅新潟駅","0","0",244,6040,NA,NA,5.206247,1,NA
"264",264,3,24,32,151,11,20,"北上中部","新潟","花巻","新潟","花巻駅新潟駅","0","0",0,NA,NA,NA,3.932392,0,NA
"265",265,3,25,32,152,11,20,"北上中部","長岡","新花巻","長岡","新花巻駅長岡駅","0","0",221,8000,NA,NA,5.206247,1,NA
"266",266,3,25,32,152,11,20,"北上中部","長岡","花巻","新潟","花巻駅新潟駅","0","0",0,NA,NA,NA,3.932392,0,NA
"267",267,3,26,32,154,11,20,"北上中部","三条・燕","新花巻","燕三条","新花巻駅燕三条駅","0","0",232,7340,NA,NA,5.206247,1,NA
"268",268,3,26,32,154,11,20,"北上中部","三条・燕","花巻","新潟","花巻駅新潟駅","0","0",0,NA,NA,NA,3.932392,0,NA
"269",269,3,27,32,155,11,20,"北上中部","魚沼","新花巻","浦佐","新花巻駅浦佐駅","0","0",211,9500,NA,NA,5.206247,1,NA
"270",270,3,27,32,155,11,20,"北上中部","魚沼","花巻","新潟","花巻駅新潟駅","0","0",0,NA,NA,NA,3.932392,0,NA
"271",271,3,28,32,201,11,18,"北上中部","長野","新花巻","長野","新花巻駅長野駅","1","1",235,9500,NA,NA,5.206247,1,NA
"272",272,3,28,32,201,11,18,"北上中部","長野","花巻","羽田","花巻駅羽田駅","0","1",0,NA,NA,NA,3.932392,0,NA
"273",273,3,29,32,203,11,24,"北上中部","上田","新花巻","上田","新花巻駅上田駅","0","0",223,10800,NA,NA,5.206247,1,NA
"274",274,3,29,32,203,11,24,"北上中部","上田","花巻","名古屋","花巻駅名古屋駅","0","0",0,NA,NA,NA,3.932392,0,NA
"275",275,3,30,32,211,11,24,"北上中部","岐阜","新花巻","岐阜羽島","新花巻駅岐阜羽島駅","6","6",355,23320,NA,NA,5.206247,1,NA
"276",276,3,30,32,211,11,24,"北上中部","岐阜","花巻","名古屋","花巻駅名古屋駅","0","6",0,NA,NA,NA,3.932392,0,NA
"277",277,3,31,32,221,11,18,"北上中部","中部","新花巻","静岡","新花巻駅静岡駅","0","0",243,20300,NA,NA,5.206247,1,NA
"278",278,3,31,32,221,11,18,"北上中部","中部","花巻","羽田","花巻駅羽田駅","0","0",0,NA,NA,NA,3.932392,0,NA
"279",279,3,32,32,222,11,24,"北上中部","西部","新花巻","浜松","新花巻駅浜松駅","1","1",269,20960,NA,NA,5.206247,1,NA
"280",280,3,32,32,222,11,24,"北上中部","西部","花巻","名古屋","花巻駅名古屋駅","0","1",0,NA,NA,NA,3.932392,0,NA
"281",281,3,33,32,223,11,18,"北上中部","東部","新花巻","三島","新花巻駅三島駅","4","4",237,19220,NA,NA,5.206247,1,NA
"282",282,3,33,32,223,11,18,"北上中部","東部","花巻","羽田","花巻駅羽田駅","0","4",0,NA,NA,NA,3.932392,0,NA
"283",283,3,34,32,231,11,24,"北上中部","名古屋","新花巻","名古屋","新花巻駅名古屋駅","6","7",274,22680,NA,NA,5.206247,1,NA
"284",284,3,34,32,231,11,24,"北上中部","名古屋","花巻","名古屋","花巻駅名古屋駅","1","7",0,NA,NA,NA,3.932392,0,NA
"285",285,3,35,32,232,11,24,"北上中部","東三河","新花巻","豊橋","新花巻駅豊橋駅","0","0",312,21600,NA,NA,5.206247,1,NA
"286",286,3,35,32,232,11,24,"北上中部","東三河","花巻","名古屋","花巻駅名古屋駅","0","0",0,NA,NA,NA,3.932392,0,NA
"287",287,3,36,32,233,11,24,"北上中部","豊田","新花巻","三河安城","新花巻駅三河安城駅","6","13",331,22240,NA,NA,5.206247,1,NA
"288",288,3,36,32,233,11,24,"北上中部","豊田","花巻","名古屋","花巻駅名古屋駅","7","13",0,NA,NA,NA,3.932392,0,NA
"289",289,3,37,32,252,11,25,"北上中部","東北部","新花巻","米原","新花巻駅米原駅","0","0",374,23980,NA,NA,5.206247,1,NA
"290",290,3,37,32,252,11,25,"北上中部","東北部","花巻","関西国際","花巻駅関西国際駅","0","0",0,NA,NA,NA,3.932392,0,NA
"291",291,3,38,32,261,11,25,"北上中部","京都","新花巻","京都","新花巻駅京都駅","4","9",310,25280,NA,NA,5.206247,1,NA
"292",292,3,38,32,261,11,25,"北上中部","京都","花巻","関西国際","花巻駅関西国際駅","5","9",0,NA,NA,NA,3.932392,0,NA
"293",293,3,39,32,271,11,25,"北上中部","大阪","新花巻","新大阪","新花巻駅新大阪駅","2","8",325,25920,NA,NA,5.206247,1,NA
"294",294,3,39,32,271,11,25,"北上中部","大阪","花巻","関西国際","花巻駅関西国際駅","6","8",0,NA,NA,NA,3.932392,0,NA
"295",295,3,40,32,281,11,25,"北上中部","神戸","新花巻","新神戸","新花巻駅新神戸駅","4","6",338,26360,NA,NA,5.206247,1,NA
"296",296,3,40,32,281,11,25,"北上中部","神戸","花巻","関西国際","花巻駅関西国際駅","2","6",0,NA,NA,NA,3.932392,0,NA
"297",297,3,41,32,283,11,25,"北上中部","播磨","新花巻","姫路","新花巻駅姫路駅","0","1",355,27000,NA,NA,5.206247,1,NA
"298",298,3,41,32,283,11,25,"北上中部","播磨","花巻","関西国際","花巻駅関西国際駅","1","1",0,NA,NA,NA,3.932392,0,NA
"299",299,3,42,32,331,11,30,"北上中部","県南","新花巻","岡山","新花巻駅岡山駅","0","0",370,28300,NA,NA,5.206247,1,NA
"300",300,3,42,32,331,11,30,"北上中部","県南","花巻","岡山","花巻駅岡山駅","0","0",0,NA,NA,NA,3.932392,0,NA
"301",301,3,43,32,341,11,31,"北上中部","広島","新花巻","広島","新花巻駅広島駅","2","3",411,30680,NA,NA,5.206247,1,NA
"302",302,3,43,32,341,11,31,"北上中部","広島","花巻","広島","花巻駅広島駅","1","3",0,NA,NA,NA,3.932392,0,NA
"303",303,3,44,32,342,11,31,"北上中部","備後","新花巻","福山","新花巻駅福山駅","0","0",388,29600,NA,NA,5.206247,1,NA
"304",304,3,44,32,342,11,31,"北上中部","備後","花巻","広島","花巻駅広島駅","0","0",0,NA,NA,NA,3.932392,0,NA
"305",305,3,45,32,351,11,32,"北上中部","山口","新花巻","新山口","新花巻駅新山口駅","0","0",439,33040,NA,NA,5.206247,1,NA
"306",306,3,45,32,351,11,32,"北上中部","山口","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,3.932392,0,NA
"307",307,3,46,32,352,11,32,"北上中部","下関","新花巻","新下関","新花巻駅新下関駅","0","0",582,33700,NA,NA,5.206247,1,NA
"308",308,3,46,32,352,11,32,"北上中部","下関","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,3.932392,0,NA
"309",309,3,47,32,353,11,32,"北上中部","宇部","新花巻","厚狭","新花巻駅厚狭駅","0","0",571,33700,NA,NA,5.206247,1,NA
"310",310,3,47,32,353,11,32,"北上中部","宇部","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,3.932392,0,NA
"311",311,3,48,32,354,11,32,"北上中部","岩国","新花巻","新岩国","新花巻駅新岩国駅","0","0",521,31320,NA,NA,5.206247,1,NA
"312",312,3,48,32,354,11,32,"北上中部","岩国","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,3.932392,0,NA
"313",313,3,49,32,355,11,32,"北上中部","徳山","新花巻","徳山","新花巻駅徳山駅","0","0",436,32620,NA,NA,5.206247,1,NA
"314",314,3,49,32,355,11,32,"北上中部","徳山","花巻","山口宇部","花巻駅山口宇部駅","0","0",0,NA,NA,NA,3.932392,0,NA
"315",315,3,50,32,401,11,37,"北上中部","福岡","新花巻","博多","新花巻駅博多駅","2","4",475,35000,NA,NA,5.206247,1,NA
"316",316,3,50,32,401,11,37,"北上中部","福岡","花巻","福岡","花巻駅福岡駅","2","4",0,NA,NA,NA,3.932392,0,NA
"317",317,3,51,32,402,11,37,"北上中部","北九州","新花巻","小倉","新花巻駅小倉駅","1","1",458,34340,NA,NA,5.206247,1,NA
"318",318,3,51,32,402,11,37,"北上中部","北九州","花巻","福岡","花巻駅福岡駅","0","1",0,NA,NA,NA,3.932392,0,NA
"319",319,3,52,32,432,11,41,"北上中部","八代・芦北","新花巻","新八代","新花巻駅新八代駅","0","0",575,37360,NA,NA,5.206247,1,NA
"320",320,3,52,32,432,11,41,"北上中部","八代・芦北","花巻","熊本","花巻駅熊本駅","0","0",0,NA,NA,NA,3.932392,0,NA
"321",321,3,53,32,461,11,44,"北上中部","鹿児島","新花巻","鹿児島中央","新花巻駅鹿児島中央駅","0","0",620,39740,NA,NA,5.206247,1,NA
"322",322,3,53,32,461,11,44,"北上中部","鹿児島","花巻","鹿児島","花巻駅鹿児島駅","0","0",0,NA,NA,NA,3.932392,0,NA
"323",323,3,54,32,462,11,44,"北上中部","川北薩・串木野","新花巻","川内","新花巻駅川内駅","0","0",608,38660,NA,NA,5.206247,1,NA
"324",324,3,54,32,462,11,44,"北上中部","川北薩・串木野","花巻","鹿児島","花巻駅鹿児島駅","0","0",0,NA,NA,NA,3.932392,0,NA
"325",325,4,1,33,22,11,10,"両磐","南部","一ノ関","八戸","一ノ関駅八戸駅","5","5",74,6700,NA,NA,1.384481,1,NA
"326",326,4,1,33,22,11,10,"両磐","南部","花巻","三沢","花巻駅三沢駅","0","5",0,NA,NA,NA,53.973682,0,NA
"327",327,4,2,33,31,11,11,"両磐","盛岡","一ノ関","盛岡","一ノ関駅盛岡駅","－","#VALUE!",38,3320,NA,NA,1.384481,1,NA
"328",328,4,2,33,31,11,11,"両磐","盛岡","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,53.973682,0,NA
"329",329,4,3,33,32,11,11,"両磐","北上中部","一ノ関","新花巻","一ノ関駅新花巻駅","－","#VALUE!",38,1940,NA,NA,1.384481,1,NA
"330",330,4,3,33,32,11,11,"両磐","北上中部","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,53.973682,0,NA
"331",331,4,4,33,33,11,11,"両磐","両磐","一ノ関","一ノ関","一ノ関駅一ノ関駅","－","#VALUE!",0,NA,NA,NA,1.384481,1,NA
"332",332,4,4,33,33,11,11,"両磐","両磐","花巻","花巻","花巻駅花巻駅","0","#VALUE!",0,NA,NA,NA,53.973682,0,NA
"333",333,4,5,33,41,11,12,"両磐","仙台","一ノ関","仙台","一ノ関駅仙台駅","39","39",36,3320,NA,NA,1.384481,1,NA
"334",334,4,5,33,41,11,12,"両磐","仙台","花巻","仙台","花巻駅仙台駅","0","39",0,NA,NA,NA,53.973682,0,NA
"335",335,4,6,33,43,11,12,"両磐","古川","一ノ関","くりこま高原","一ノ関駅くりこま高原駅","5","5",12,1000,NA,NA,1.384481,1,NA
"336",336,4,6,33,43,11,12,"両磐","古川","花巻","仙台","花巻駅仙台駅","0","5",0,NA,NA,NA,53.973682,0,NA
"337",337,4,7,33,51,11,13,"両磐","秋田臨海","一ノ関","秋田","一ノ関駅秋田駅","0","0",133,7340,NA,NA,1.384481,1,NA
"338",338,4,7,33,51,11,13,"両磐","秋田臨海","花巻","秋田","花巻駅秋田駅","0","0",0,NA,NA,NA,53.973682,0,NA
"339",339,4,8,33,61,11,15,"両磐","山形","一ノ関","山形","一ノ関駅山形駅","2","2",131,2980,NA,NA,1.384481,1,NA
"340",340,4,8,33,61,11,15,"両磐","山形","花巻","山形","花巻駅山形駅","0","2",0,NA,NA,NA,53.973682,0,NA
"341",341,4,9,33,63,11,12,"両磐","米沢","一ノ関","米沢","一ノ関駅米沢駅","0","0",97,4540,NA,NA,1.384481,1,NA
"342",342,4,9,33,63,11,12,"両磐","米沢","花巻","仙台","花巻駅仙台駅","0","0",0,NA,NA,NA,53.973682,0,NA
"343",343,4,10,33,64,11,12,"両磐","新庄","一ノ関","新庄","一ノ関駅新庄駅","0","0",179,820,NA,NA,1.384481,1,NA
"344",344,4,10,33,64,11,12,"両磐","新庄","花巻","仙台","花巻駅仙台駅","0","0",0,NA,NA,NA,53.973682,0,NA
"345",345,4,11,33,71,11,12,"両磐","福島","一ノ関","福島","一ノ関駅福島駅","1","1",61,6040,NA,NA,1.384481,1,NA
"346",346,4,11,33,71,11,12,"両磐","福島","花巻","仙台","花巻駅仙台駅","0","1",0,NA,NA,NA,53.973682,0,NA
"347",347,4,12,33,73,11,17,"両磐","郡山","一ノ関","郡山","一ノ関駅郡山駅","1","1",76,7340,NA,NA,1.384481,1,NA
