"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"4940",4940,46,40,352,281,32,25,"下関","神戸","山口宇部","関西国際","山口宇部駅関西国際駅","0","21",0,NA,NA,NA,31.173225,0,NA
"4941",4941,46,41,352,283,32,25,"下関","播磨","新下関","姫路","新下関駅姫路駅","7","7",209,14680,NA,NA,5.473706,1,NA
"4942",4942,46,41,352,283,32,25,"下関","播磨","山口宇部","関西国際","山口宇部駅関西国際駅","0","7",0,NA,NA,NA,31.173225,0,NA
"4943",4943,46,42,352,331,32,30,"下関","県南","新下関","岡山","新下関駅岡山駅","24","24",177,11880,NA,NA,5.473706,1,NA
"4944",4944,46,42,352,331,32,30,"下関","県南","山口宇部","岡山","山口宇部駅岡山駅","0","24",0,NA,NA,NA,31.173225,0,NA
"4945",4945,46,43,352,341,32,31,"下関","広島","新下関","広島","新下関駅広島駅","135","135",91,6700,NA,NA,5.473706,1,NA
"4946",4946,46,43,352,341,32,31,"下関","広島","山口宇部","広島","山口宇部駅広島駅","0","135",0,NA,NA,NA,31.173225,0,NA
"4947",4947,46,44,352,342,32,31,"下関","備後","新下関","福山","新下関駅福山駅","12","12",142,10160,NA,NA,5.473706,1,NA
"4948",4948,46,44,352,342,32,31,"下関","備後","山口宇部","広島","山口宇部駅広島駅","0","12",0,NA,NA,NA,31.173225,0,NA
"4949",4949,46,45,352,351,32,32,"下関","山口","新下関","新山口","新下関駅新山口駅","－","#VALUE!",26,2280,NA,NA,5.473706,1,NA
"4950",4950,46,45,352,351,32,32,"下関","山口","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,31.173225,0,NA
"4951",4951,46,46,352,352,32,32,"下関","下関","新下関","新下関","新下関駅新下関駅","－","#VALUE!",0,NA,NA,NA,5.473706,1,NA
"4952",4952,46,46,352,352,32,32,"下関","下関","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,31.173225,0,NA
"4953",4953,46,47,352,353,32,32,"下関","宇部","新下関","厚狭","新下関駅厚狭駅","－","#VALUE!",11,1000,NA,NA,5.473706,1,NA
"4954",4954,46,47,352,353,32,32,"下関","宇部","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,31.173225,0,NA
"4955",4955,46,48,352,354,32,32,"下関","岩国","新下関","新岩国","新下関駅新岩国駅","－","#VALUE!",61,5180,NA,NA,5.473706,1,NA
"4956",4956,46,48,352,354,32,32,"下関","岩国","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,31.173225,0,NA
"4957",4957,46,49,352,355,32,32,"下関","徳山","新下関","徳山","新下関駅徳山駅","－","#VALUE!",41,3880,NA,NA,5.473706,1,NA
"4958",4958,46,49,352,355,32,32,"下関","徳山","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,31.173225,0,NA
"4959",4959,46,50,352,401,32,37,"下関","福岡","新下関","博多","新下関駅博多駅","141","141",28,2980,NA,NA,5.473706,1,NA
"4960",4960,46,50,352,401,32,37,"下関","福岡","山口宇部","福岡","山口宇部駅福岡駅","0","141",0,NA,NA,NA,31.173225,0,NA
"4961",4961,46,51,352,402,32,37,"下関","北九州","新下関","小倉","新下関駅小倉駅","32","32",9,640,NA,NA,5.473706,1,NA
"4962",4962,46,51,352,402,32,37,"下関","北九州","山口宇部","福岡","山口宇部駅福岡駅","0","32",0,NA,NA,NA,31.173225,0,NA
"4963",4963,46,52,352,432,32,41,"下関","八代・芦北","新下関","新八代","新下関駅新八代駅","0","0",128,8000,NA,NA,5.473706,1,NA
"4964",4964,46,52,352,432,32,41,"下関","八代・芦北","山口宇部","熊本","山口宇部駅熊本駅","0","0",0,NA,NA,NA,31.173225,0,NA
"4965",4965,46,53,352,461,32,44,"下関","鹿児島","新下関","鹿児島中央","新下関駅鹿児島中央駅","3","3",173,12520,NA,NA,5.473706,1,NA
"4966",4966,46,53,352,461,32,44,"下関","鹿児島","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","3",0,NA,NA,NA,31.173225,0,NA
"4967",4967,46,54,352,462,32,44,"下関","川北薩・串木野","新下関","川内","新下関駅川内駅","5","5",161,11240,NA,NA,5.473706,1,NA
"4968",4968,46,54,352,462,32,44,"下関","川北薩・串木野","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","5",0,NA,NA,NA,31.173225,0,NA
"4969",4969,47,1,353,22,32,10,"宇部","南部","厚狭","八戸","厚狭駅八戸駅","0","0",607,35640,NA,NA,13.582397,1,NA
"4970",4970,47,1,353,22,32,10,"宇部","南部","山口宇部","三沢","山口宇部駅三沢駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4971",4971,47,2,353,31,32,11,"宇部","盛岡","厚狭","盛岡","厚狭駅盛岡駅","0","0",571,33700,NA,NA,13.582397,1,NA
"4972",4972,47,2,353,31,32,11,"宇部","盛岡","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4973",4973,47,3,353,32,32,11,"宇部","北上中部","厚狭","新花巻","厚狭駅新花巻駅","0","0",571,33700,NA,NA,13.582397,1,NA
"4974",4974,47,3,353,32,32,11,"宇部","北上中部","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4975",4975,47,4,353,33,32,11,"宇部","両磐","厚狭","一ノ関","厚狭駅一ノ関駅","0","0",533,32620,NA,NA,13.582397,1,NA
"4976",4976,47,4,353,33,32,11,"宇部","両磐","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4977",4977,47,5,353,41,32,12,"宇部","仙台","厚狭","仙台","厚狭駅仙台駅","2","2",497,31320,NA,NA,13.582397,1,NA
"4978",4978,47,5,353,41,32,12,"宇部","仙台","山口宇部","仙台","山口宇部駅仙台駅","0","2",0,NA,NA,NA,3.610893,0,NA
"4979",4979,47,6,353,43,32,12,"宇部","古川","厚狭","くりこま高原","厚狭駅くりこま高原駅","0","0",521,31960,NA,NA,13.582397,1,NA
"4980",4980,47,6,353,43,32,12,"宇部","古川","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4981",4981,47,7,353,51,32,13,"宇部","秋田臨海","厚狭","秋田","厚狭駅秋田駅","0","0",624,36280,NA,NA,13.582397,1,NA
"4982",4982,47,7,353,51,32,13,"宇部","秋田臨海","山口宇部","秋田","山口宇部駅秋田駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4983",4983,47,8,353,61,32,15,"宇部","山形","厚狭","山形","厚狭駅山形駅","0","1",558,31320,NA,NA,13.582397,1,NA
"4984",4984,47,8,353,61,32,15,"宇部","山形","山口宇部","山形","山口宇部駅山形駅","1","1",0,NA,NA,NA,3.610893,0,NA
"4985",4985,47,9,353,63,32,12,"宇部","米沢","厚狭","米沢","厚狭駅米沢駅","0","0",524,30680,NA,NA,13.582397,1,NA
"4986",4986,47,9,353,63,32,12,"宇部","米沢","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4987",4987,47,10,353,64,32,12,"宇部","新庄","厚狭","新庄","厚狭駅新庄駅","0","0",606,32620,NA,NA,13.582397,1,NA
"4988",4988,47,10,353,64,32,12,"宇部","新庄","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4989",4989,47,11,353,71,32,12,"宇部","福島","厚狭","福島","厚狭駅福島駅","0","0",489,30020,NA,NA,13.582397,1,NA
"4990",4990,47,11,353,71,32,12,"宇部","福島","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4991",4991,47,12,353,73,32,17,"宇部","郡山","厚狭","郡山","厚狭駅郡山駅","0","0",474,29600,NA,NA,13.582397,1,NA
"4992",4992,47,12,353,73,32,17,"宇部","郡山","山口宇部","福島","山口宇部駅福島駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4993",4993,47,13,353,76,32,17,"宇部","白河","厚狭","新白河","厚狭駅新白河駅","0","0",481,28940,NA,NA,13.582397,1,NA
"4994",4994,47,13,353,76,32,17,"宇部","白河","山口宇部","福島","山口宇部駅福島駅","0","0",0,NA,NA,NA,3.610893,0,NA
"4995",4995,47,14,353,91,32,18,"宇部","宇都宮","厚狭","宇都宮","厚狭駅宇都宮駅","0","1",447,27640,NA,NA,13.582397,1,NA
"4996",4996,47,14,353,91,32,18,"宇部","宇都宮","山口宇部","羽田","山口宇部駅羽田駅","1","1",100,17300,2920,575,3.610893,0,2
"4997",4997,47,15,353,93,32,18,"宇部","栃木・小山","厚狭","小山","厚狭駅小山駅","0","1",438,27000,NA,NA,13.582397,1,NA
"4998",4998,47,15,353,93,32,18,"宇部","栃木・小山","山口宇部","羽田","山口宇部駅羽田駅","1","1",100,17300,2920,575,3.610893,0,2
"4999",4999,47,16,353,95,32,18,"宇部","那須","厚狭","那須塩原","厚狭駅那須塩原駅","0","0",466,28300,NA,NA,13.582397,1,NA
"5000",5000,47,16,353,95,32,18,"宇部","那須","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,3.610893,0,2
"5001",5001,47,17,353,101,32,18,"宇部","前橋・高崎","厚狭","高崎","厚狭駅高崎駅","0","1",445,27640,NA,NA,13.582397,1,NA
"5002",5002,47,17,353,101,32,18,"宇部","前橋・高崎","山口宇部","羽田","山口宇部駅羽田駅","1","1",100,17300,2920,575,3.610893,0,2
"5003",5003,47,18,353,104,32,18,"宇部","沼田・利根","厚狭","上毛高原","厚狭駅上毛高原駅","0","0",470,28300,NA,NA,13.582397,1,NA
"5004",5004,47,18,353,104,32,18,"宇部","沼田・利根","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,3.610893,0,2
"5005",5005,47,19,353,111,32,18,"宇部","浦和","厚狭","大宮","厚狭駅大宮駅","1","7",422,26360,NA,NA,13.582397,1,NA
"5006",5006,47,19,353,111,32,18,"宇部","浦和","山口宇部","羽田","山口宇部駅羽田駅","6","7",100,17300,2920,575,3.610893,0,2
"5007",5007,47,20,353,113,32,18,"宇部","児玉・大里","厚狭","熊谷","厚狭駅熊谷駅","0","0",435,27000,NA,NA,13.582397,1,NA
"5008",5008,47,20,353,113,32,18,"宇部","児玉・大里","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,3.610893,0,2
"5009",5009,47,21,353,131,32,18,"宇部","23区","厚狭","東京","厚狭駅東京駅","10","86",396,25920,NA,NA,13.582397,1,NA
"5010",5010,47,21,353,131,32,18,"宇部","23区","山口宇部","羽田","山口宇部駅羽田駅","76","86",100,17300,2920,575,3.610893,0,2
"5011",5011,47,22,353,141,32,18,"宇部","横浜","厚狭","新横浜","厚狭駅新横浜駅","11","22",377,25280,NA,NA,13.582397,1,NA
"5012",5012,47,22,353,141,32,18,"宇部","横浜","山口宇部","羽田","山口宇部駅羽田駅","11","22",100,17300,2920,575,3.610893,0,2
"5013",5013,47,23,353,144,32,18,"宇部","小田原","厚狭","小田原","厚狭駅小田原駅","1","2",440,24620,NA,NA,13.582397,1,NA
"5014",5014,47,23,353,144,32,18,"宇部","小田原","山口宇部","羽田","山口宇部駅羽田駅","1","2",100,17300,2920,575,3.610893,0,2
"5015",5015,47,24,353,151,32,20,"宇部","新潟","厚狭","新潟","厚狭駅新潟駅","0","1",516,30680,NA,NA,13.582397,1,NA
"5016",5016,47,24,353,151,32,20,"宇部","新潟","山口宇部","新潟","山口宇部駅新潟駅","1","1",0,NA,NA,NA,3.610893,0,NA
"5017",5017,47,25,353,152,32,20,"宇部","長岡","厚狭","長岡","厚狭駅長岡駅","0","0",493,30020,NA,NA,13.582397,1,NA
"5018",5018,47,25,353,152,32,20,"宇部","長岡","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5019",5019,47,26,353,154,32,20,"宇部","三条・燕","厚狭","燕三条","厚狭駅燕三条駅","0","0",504,30020,NA,NA,13.582397,1,NA
"5020",5020,47,26,353,154,32,20,"宇部","三条・燕","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5021",5021,47,27,353,155,32,20,"宇部","魚沼","厚狭","浦佐","厚狭駅浦佐駅","0","0",483,29600,NA,NA,13.582397,1,NA
"5022",5022,47,27,353,155,32,20,"宇部","魚沼","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5023",5023,47,28,353,201,32,18,"宇部","長野","厚狭","長野","厚狭駅長野駅","0","0",508,29600,NA,NA,13.582397,1,NA
"5024",5024,47,28,353,201,32,18,"宇部","長野","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,3.610893,0,2
"5025",5025,47,29,353,203,32,24,"宇部","上田","厚狭","上田","厚狭駅上田駅","0","0",496,28940,NA,NA,13.582397,1,NA
"5026",5026,47,29,353,203,32,24,"宇部","上田","山口宇部","名古屋","山口宇部駅名古屋駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5027",5027,47,30,353,211,32,24,"宇部","岐阜","厚狭","岐阜羽島","厚狭駅岐阜羽島駅","3","3",300,19660,NA,NA,13.582397,1,NA
"5028",5028,47,30,353,211,32,24,"宇部","岐阜","山口宇部","名古屋","山口宇部駅名古屋駅","0","3",0,NA,NA,NA,3.610893,0,NA
"5029",5029,47,31,353,221,32,18,"宇部","中部","厚狭","静岡","厚狭駅静岡駅","2","2",355,23320,NA,NA,13.582397,1,NA
"5030",5030,47,31,353,221,32,18,"宇部","中部","山口宇部","羽田","山口宇部駅羽田駅","0","2",100,17300,2920,575,3.610893,0,2
"5031",5031,47,32,353,222,32,24,"宇部","西部","厚狭","浜松","厚狭駅浜松駅","2","2",329,22240,NA,NA,13.582397,1,NA
"5032",5032,47,32,353,222,32,24,"宇部","西部","山口宇部","名古屋","山口宇部駅名古屋駅","0","2",0,NA,NA,NA,3.610893,0,NA
"5033",5033,47,33,353,223,32,18,"宇部","東部","厚狭","三島","厚狭駅三島駅","1","1",418,23980,NA,NA,13.582397,1,NA
"5034",5034,47,33,353,223,32,18,"宇部","東部","山口宇部","羽田","山口宇部駅羽田駅","0","1",100,17300,2920,575,3.610893,0,2
"5035",5035,47,34,353,231,32,24,"宇部","名古屋","厚狭","名古屋","厚狭駅名古屋駅","9","9",297,20300,NA,NA,13.582397,1,NA
"5036",5036,47,34,353,231,32,24,"宇部","名古屋","山口宇部","名古屋","山口宇部駅名古屋駅","0","9",0,NA,NA,NA,3.610893,0,NA
"5037",5037,47,35,353,232,32,24,"宇部","東三河","厚狭","豊橋","厚狭駅豊橋駅","0","0",343,21600,NA,NA,13.582397,1,NA
"5038",5038,47,35,353,232,32,24,"宇部","東三河","山口宇部","名古屋","山口宇部駅名古屋駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5039",5039,47,36,353,233,32,24,"宇部","豊田","厚狭","三河安城","厚狭駅三河安城駅","5","5",324,20960,NA,NA,13.582397,1,NA
"5040",5040,47,36,353,233,32,24,"宇部","豊田","山口宇部","名古屋","山口宇部駅名古屋駅","0","5",0,NA,NA,NA,3.610893,0,NA
"5041",5041,47,37,353,252,32,25,"宇部","東北部","厚狭","米原","厚狭駅米原駅","0","0",281,19220,NA,NA,13.582397,1,NA
"5042",5042,47,37,353,252,32,25,"宇部","東北部","山口宇部","関西国際","山口宇部駅関西国際駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5043",5043,47,38,353,261,32,25,"宇部","京都","厚狭","京都","厚狭駅京都駅","15","15",261,17500,NA,NA,13.582397,1,NA
"5044",5044,47,38,353,261,32,25,"宇部","京都","山口宇部","関西国際","山口宇部駅関西国際駅","0","15",0,NA,NA,NA,3.610893,0,NA
"5045",5045,47,39,353,271,32,25,"宇部","大阪","厚狭","新大阪","厚狭駅新大阪駅","21","21",246,16420,NA,NA,13.582397,1,NA
"5046",5046,47,39,353,271,32,25,"宇部","大阪","山口宇部","関西国際","山口宇部駅関西国際駅","0","21",0,NA,NA,NA,3.610893,0,NA
"5047",5047,47,40,353,281,32,25,"宇部","神戸","厚狭","新神戸","厚狭駅新神戸駅","10","10",233,15120,NA,NA,13.582397,1,NA
"5048",5048,47,40,353,281,32,25,"宇部","神戸","山口宇部","関西国際","山口宇部駅関西国際駅","0","10",0,NA,NA,NA,3.610893,0,NA
"5049",5049,47,41,353,283,32,25,"宇部","播磨","厚狭","姫路","厚狭駅姫路駅","2","2",198,13600,NA,NA,13.582397,1,NA
"5050",5050,47,41,353,283,32,25,"宇部","播磨","山口宇部","関西国際","山口宇部駅関西国際駅","0","2",0,NA,NA,NA,3.610893,0,NA
"5051",5051,47,42,353,331,32,30,"宇部","県南","厚狭","岡山","厚狭駅岡山駅","20","20",166,11240,NA,NA,13.582397,1,NA
"5052",5052,47,42,353,331,32,30,"宇部","県南","山口宇部","岡山","山口宇部駅岡山駅","0","20",0,NA,NA,NA,3.610893,0,NA
"5053",5053,47,43,353,341,32,31,"宇部","広島","厚狭","広島","厚狭駅広島駅","50","50",80,6040,NA,NA,13.582397,1,NA
"5054",5054,47,43,353,341,32,31,"宇部","広島","山口宇部","広島","山口宇部駅広島駅","0","50",0,NA,NA,NA,3.610893,0,NA
"5055",5055,47,44,353,342,32,31,"宇部","備後","厚狭","福山","厚狭駅福山駅","3","3",131,9500,NA,NA,13.582397,1,NA
"5056",5056,47,44,353,342,32,31,"宇部","備後","山口宇部","広島","山口宇部駅広島駅","0","3",0,NA,NA,NA,3.610893,0,NA
"5057",5057,47,45,353,351,32,32,"宇部","山口","厚狭","新山口","厚狭駅新山口駅","－","#VALUE!",15,1340,NA,NA,13.582397,1,NA
"5058",5058,47,45,353,351,32,32,"宇部","山口","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,3.610893,0,NA
"5059",5059,47,46,353,352,32,32,"宇部","下関","厚狭","新下関","厚狭駅新下関駅","－","#VALUE!",11,1000,NA,NA,13.582397,1,NA
"5060",5060,47,46,353,352,32,32,"宇部","下関","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,3.610893,0,NA
"5061",5061,47,47,353,353,32,32,"宇部","宇部","厚狭","厚狭","厚狭駅厚狭駅","－","#VALUE!",0,NA,NA,NA,13.582397,1,NA
"5062",5062,47,47,353,353,32,32,"宇部","宇部","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,3.610893,0,NA
"5063",5063,47,48,353,354,32,32,"宇部","岩国","厚狭","新岩国","厚狭駅新岩国駅","－","#VALUE!",50,4540,NA,NA,13.582397,1,NA
"5064",5064,47,48,353,354,32,32,"宇部","岩国","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,3.610893,0,NA
"5065",5065,47,49,353,355,32,32,"宇部","徳山","厚狭","徳山","厚狭駅徳山駅","－","#VALUE!",30,2640,NA,NA,13.582397,1,NA
"5066",5066,47,49,353,355,32,32,"宇部","徳山","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,3.610893,0,NA
"5067",5067,47,50,353,401,32,37,"宇部","福岡","厚狭","博多","厚狭駅博多駅","56","56",39,3880,NA,NA,13.582397,1,NA
"5068",5068,47,50,353,401,32,37,"宇部","福岡","山口宇部","福岡","山口宇部駅福岡駅","0","56",0,NA,NA,NA,3.610893,0,NA
"5069",5069,47,51,353,402,32,37,"宇部","北九州","厚狭","小倉","厚狭駅小倉駅","17","17",20,1680,NA,NA,13.582397,1,NA
"5070",5070,47,51,353,402,32,37,"宇部","北九州","山口宇部","福岡","山口宇部駅福岡駅","0","17",0,NA,NA,NA,3.610893,0,NA
"5071",5071,47,52,353,432,32,41,"宇部","八代・芦北","厚狭","新八代","厚狭駅新八代駅","0","0",139,9500,NA,NA,13.582397,1,NA
"5072",5072,47,52,353,432,32,41,"宇部","八代・芦北","山口宇部","熊本","山口宇部駅熊本駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5073",5073,47,53,353,461,32,44,"宇部","鹿児島","厚狭","鹿児島中央","厚狭駅鹿児島中央駅","4","4",184,13600,NA,NA,13.582397,1,NA
"5074",5074,47,53,353,461,32,44,"宇部","鹿児島","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","4",0,NA,NA,NA,3.610893,0,NA
"5075",5075,47,54,353,462,32,44,"宇部","川北薩・串木野","厚狭","川内","厚狭駅川内駅","0","0",172,11880,NA,NA,13.582397,1,NA
"5076",5076,47,54,353,462,32,44,"宇部","川北薩・串木野","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","0",0,NA,NA,NA,3.610893,0,NA
"5077",5077,48,1,354,22,32,10,"岩国","南部","新岩国","八戸","新岩国駅八戸駅","0","0",557,33700,NA,NA,6.484661,1,NA
"5078",5078,48,1,354,22,32,10,"岩国","南部","山口宇部","三沢","山口宇部駅三沢駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5079",5079,48,2,354,31,32,11,"岩国","盛岡","新岩国","盛岡","新岩国駅盛岡駅","0","0",521,31960,NA,NA,6.484661,1,NA
"5080",5080,48,2,354,31,32,11,"岩国","盛岡","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5081",5081,48,3,354,32,32,11,"岩国","北上中部","新岩国","新花巻","新岩国駅新花巻駅","0","0",521,31320,NA,NA,6.484661,1,NA
"5082",5082,48,3,354,32,32,11,"岩国","北上中部","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5083",5083,48,4,354,33,32,11,"岩国","両磐","新岩国","一ノ関","新岩国駅一ノ関駅","0","0",483,30680,NA,NA,6.484661,1,NA
"5084",5084,48,4,354,33,32,11,"岩国","両磐","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5085",5085,48,5,354,41,32,12,"岩国","仙台","新岩国","仙台","新岩国駅仙台駅","0","0",447,29600,NA,NA,6.484661,1,NA
"5086",5086,48,5,354,41,32,12,"岩国","仙台","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5087",5087,48,6,354,43,32,12,"岩国","古川","新岩国","くりこま高原","新岩国駅くりこま高原駅","1","1",471,30020,NA,NA,6.484661,1,NA
"5088",5088,48,6,354,43,32,12,"岩国","古川","山口宇部","仙台","山口宇部駅仙台駅","0","1",0,NA,NA,NA,90.945409,0,NA
"5089",5089,48,7,354,51,32,13,"岩国","秋田臨海","新岩国","秋田","新岩国駅秋田駅","0","0",574,33700,NA,NA,6.484661,1,NA
"5090",5090,48,7,354,51,32,13,"岩国","秋田臨海","山口宇部","秋田","山口宇部駅秋田駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5091",5091,48,8,354,61,32,15,"岩国","山形","新岩国","山形","新岩国駅山形駅","0","0",508,29600,NA,NA,6.484661,1,NA
"5092",5092,48,8,354,61,32,15,"岩国","山形","山口宇部","山形","山口宇部駅山形駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5093",5093,48,9,354,63,32,12,"岩国","米沢","新岩国","米沢","新岩国駅米沢駅","0","0",474,28940,NA,NA,6.484661,1,NA
"5094",5094,48,9,354,63,32,12,"岩国","米沢","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5095",5095,48,10,354,64,32,12,"岩国","新庄","新岩国","新庄","新岩国駅新庄駅","0","0",556,30020,NA,NA,6.484661,1,NA
"5096",5096,48,10,354,64,32,12,"岩国","新庄","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5097",5097,48,11,354,71,32,12,"岩国","福島","新岩国","福島","新岩国駅福島駅","0","0",439,28300,NA,NA,6.484661,1,NA
"5098",5098,48,11,354,71,32,12,"岩国","福島","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5099",5099,48,12,354,73,32,17,"岩国","郡山","新岩国","郡山","新岩国駅郡山駅","3","3",424,27640,NA,NA,6.484661,1,NA
"5100",5100,48,12,354,73,32,17,"岩国","郡山","山口宇部","福島","山口宇部駅福島駅","0","3",0,NA,NA,NA,90.945409,0,NA
"5101",5101,48,13,354,76,32,17,"岩国","白河","新岩国","新白河","新岩国駅新白河駅","0","0",431,27000,NA,NA,6.484661,1,NA
"5102",5102,48,13,354,76,32,17,"岩国","白河","山口宇部","福島","山口宇部駅福島駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5103",5103,48,14,354,91,32,18,"岩国","宇都宮","新岩国","宇都宮","新岩国駅宇都宮駅","0","0",397,25920,NA,NA,6.484661,1,NA
"5104",5104,48,14,354,91,32,18,"岩国","宇都宮","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5105",5105,48,15,354,93,32,18,"岩国","栃木・小山","新岩国","小山","新岩国駅小山駅","0","0",388,25280,NA,NA,6.484661,1,NA
"5106",5106,48,15,354,93,32,18,"岩国","栃木・小山","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5107",5107,48,16,354,95,32,18,"岩国","那須","新岩国","那須塩原","新岩国駅那須塩原駅","1","1",416,26360,NA,NA,6.484661,1,NA
"5108",5108,48,16,354,95,32,18,"岩国","那須","山口宇部","羽田","山口宇部駅羽田駅","0","1",100,17300,2920,575,90.945409,0,2
"5109",5109,48,17,354,101,32,18,"岩国","前橋・高崎","新岩国","高崎","新岩国駅高崎駅","0","0",395,25920,NA,NA,6.484661,1,NA
"5110",5110,48,17,354,101,32,18,"岩国","前橋・高崎","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5111",5111,48,18,354,104,32,18,"岩国","沼田・利根","新岩国","上毛高原","新岩国駅上毛高原駅","0","0",420,26360,NA,NA,6.484661,1,NA
"5112",5112,48,18,354,104,32,18,"岩国","沼田・利根","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5113",5113,48,19,354,111,32,18,"岩国","浦和","新岩国","大宮","新岩国駅大宮駅","5","6",372,24620,NA,NA,6.484661,1,NA
"5114",5114,48,19,354,111,32,18,"岩国","浦和","山口宇部","羽田","山口宇部駅羽田駅","1","6",100,17300,2920,575,90.945409,0,2
"5115",5115,48,20,354,113,32,18,"岩国","児玉・大里","新岩国","熊谷","新岩国駅熊谷駅","0","0",385,25280,NA,NA,6.484661,1,NA
"5116",5116,48,20,354,113,32,18,"岩国","児玉・大里","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5117",5117,48,21,354,131,32,18,"岩国","23区","新岩国","東京","新岩国駅東京駅","42","52",346,23980,NA,NA,6.484661,1,NA
"5118",5118,48,21,354,131,32,18,"岩国","23区","山口宇部","羽田","山口宇部駅羽田駅","10","52",100,17300,2920,575,90.945409,0,2
"5119",5119,48,22,354,141,32,18,"岩国","横浜","新岩国","新横浜","新岩国駅新横浜駅","10","12",327,23320,NA,NA,6.484661,1,NA
"5120",5120,48,22,354,141,32,18,"岩国","横浜","山口宇部","羽田","山口宇部駅羽田駅","2","12",100,17300,2920,575,90.945409,0,2
"5121",5121,48,23,354,144,32,18,"岩国","小田原","新岩国","小田原","新岩国駅小田原駅","1","1",390,22680,NA,NA,6.484661,1,NA
